Test Case: H100PCIE_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  64   | 4096 |  1  |  2  | 16  |   4   |  1   |  [[1, 64, 4096]]   | bf16  |       1.49       |       1.51        |       1.52       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
|  64   | 4096 |  2  |  2  | 16  |   4   |  1   |  [[2, 64, 4096]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  64   | 4096 |  4  |  2  | 16  |   4   |  1   |  [[4, 64, 4096]]   | bf16  |       1.48       |       1.51        |       1.56       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
|  64   | 4096 |  8  |  2  | 16  |   4   |  1   |  [[8, 64, 4096]]   | bf16  |       3.16       |       3.23        |       3.33       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    66.37%     |
|  64   | 4096 | 16  |  2  | 16  |   4   |  1   |  [[16, 64, 4096]]  | bf16  |       1.48       |       1.51        |       1.54       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
|  64   | 4096 | 32  |  2  | 16  |   4   |  1   |  [[32, 64, 4096]]  | bf16  |       1.49       |        1.5        |       1.51       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    562.99%    |
|  128  | 4096 |  1  |  2  | 16  |   4   |  1   |  [[1, 128, 4096]]  | bf16  |       1.48       |        1.5        |       1.52       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
|  128  | 4096 |  2  |  2  | 16  |   4   |  1   |  [[2, 128, 4096]]  | bf16  |       1.49       |       1.51        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
|  128  | 4096 |  4  |  2  | 16  |   4   |  1   |  [[4, 128, 4096]]  | bf16  |       1.49       |       1.52        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
|  128  | 4096 |  8  |  2  | 16  |   4   |  1   |  [[8, 128, 4096]]  | bf16  |       2.4        |       3.08        |       3.24       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    174.76%    |
|  128  | 4096 | 16  |  2  | 16  |   4   |  1   | [[16, 128, 4096]]  | bf16  |       1.51       |       1.53        |       1.56       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    555.54%    |
|  128  | 4096 | 32  |  2  | 16  |   4   |  1   | [[32, 128, 4096]]  | bf16  |       3.18       |       3.21        |       3.23       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    527.59%    |
|  256  | 4096 |  1  |  2  | 16  |   4   |  1   |  [[1, 256, 4096]]  | bf16  |       1.5        |       1.53        |       1.6        |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  256  | 4096 |  2  |  2  | 16  |   4   |  1   |  [[2, 256, 4096]]  | bf16  |       1.49       |       1.51        |       1.54       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
|  256  | 4096 |  4  |  2  | 16  |   4   |  1   |  [[4, 256, 4096]]  | bf16  |       3.03       |       3.07        |       3.12       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    138.43%    |
|  256  | 4096 |  8  |  2  | 16  |   4   |  1   |  [[8, 256, 4096]]  | bf16  |       1.48       |       1.52        |       1.61       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
|  256  | 4096 | 16  |  2  | 16  |   4   |  1   | [[16, 256, 4096]]  | bf16  |       2.4        |       2.42        |       2.45       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    699.05%    |
|  256  | 4096 | 32  |  2  | 16  |   4   |  1   | [[32, 256, 4096]]  | bf16  |       3.15       |       3.18        |       3.21       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   1065.22%    |
|  512  | 4096 |  1  |  2  | 16  |   4   |  1   |  [[1, 512, 4096]]  | bf16  |       1.5        |       1.53        |       1.55       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  512  | 4096 |  2  |  2  | 16  |   4   |  1   |  [[2, 512, 4096]]  | bf16  |       1.5        |       1.52        |       1.54       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
|  512  | 4096 |  4  |  2  | 16  |   4   |  1   |  [[4, 512, 4096]]  | bf16  |       1.48       |       1.51        |       1.54       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
|  512  | 4096 |  8  |  2  | 16  |   4   |  1   |  [[8, 512, 4096]]  | bf16  |       1.44       |       1.48        |       1.52       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1165.08%    |
|  512  | 4096 | 16  |  2  | 16  |   4   |  1   | [[16, 512, 4096]]  | bf16  |       1.47       |        1.5        |       1.52       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2282.61%    |
|  512  | 4096 | 32  |  2  | 16  |   4   |  1   | [[32, 512, 4096]]  | bf16  |       1.52       |       1.54        |       1.57       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4415.06%    |
| 1024  | 4096 |  1  |  2  | 16  |   4   |  1   | [[1, 1024, 4096]]  | bf16  |       3.13       |       3.19        |       3.25       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    134.0%     |
| 1024  | 4096 |  2  |  2  | 16  |   4   |  1   | [[2, 1024, 4096]]  | bf16  |       1.48       |       1.51        |       1.55       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
| 1024  | 4096 |  4  |  2  | 16  |   4   |  1   | [[4, 1024, 4096]]  | bf16  |       1.49       |       1.52        |       1.62       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1125.99%    |
| 1024  | 4096 |  8  |  2  | 16  |   4   |  1   | [[8, 1024, 4096]]  | bf16  |       3.16       |       3.22        |       3.37       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   1061.85%    |
| 1024  | 4096 | 16  |  2  | 16  |   4   |  1   | [[16, 1024, 4096]] | bf16  |       1.51       |       1.53        |       1.57       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |    4444.3%    |
| 1024  | 4096 | 32  |  2  | 16  |   4   |  1   | [[32, 1024, 4096]] | bf16  |       1.51       |       1.56        |       1.65       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |   8888.59%    |
| 2048  | 4096 |  1  |  2  | 16  |   4   |  1   | [[1, 2048, 4096]]  | bf16  |       1.43       |       1.47        |       1.51       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    586.62%    |
| 2048  | 4096 |  2  |  2  | 16  |   4   |  1   | [[2, 2048, 4096]]  | bf16  |       1.48       |       1.51        |       1.52       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    1133.6%    |
| 2048  | 4096 |  4  |  2  | 16  |   4   |  1   | [[4, 2048, 4096]]  | bf16  |       1.5        |       1.52        |       1.56       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
| 2048  | 4096 |  8  |  2  | 16  |   4   |  1   | [[8, 2048, 4096]]  | bf16  |       1.5        |       1.53        |       1.6        |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4473.92%    |
| 2048  | 4096 | 16  |  2  | 16  |   4   |  1   | [[16, 2048, 4096]] | bf16  |       1.49       |       1.51        |       1.54       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    9007.9%    |
| 2048  | 4096 | 32  |  2  | 16  |   4   |  1   | [[32, 2048, 4096]] | bf16  |       1.5        |       1.53        |       1.56       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |   17895.7%    |
| 4096  | 4096 |  1  |  2  | 16  |   4   |  1   | [[1, 4096, 4096]]  | bf16  |       0.37       |       1.32        |       1.51       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   4534.38%    |
| 4096  | 4096 |  2  |  2  | 16  |   4   |  1   | [[2, 4096, 4096]]  | bf16  |       1.5        |       1.52        |       1.56       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
| 4096  | 4096 |  4  |  2  | 16  |   4   |  1   | [[4, 4096, 4096]]  | bf16  |       3.19       |       3.22        |       3.28       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   2103.73%    |
| 4096  | 4096 |  8  |  2  | 16  |   4   |  1   | [[8, 4096, 4096]]  | bf16  |       1.5        |       1.51        |       1.53       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |   8947.85%    |
| 4096  | 4096 | 16  |  2  | 16  |   4   |  1   | [[16, 4096, 4096]] | bf16  |       1.52       |       1.53        |       1.54       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |   17660.23%   |
| 4096  | 4096 | 32  |  2  | 16  |   4   |  1   | [[32, 4096, 4096]] | bf16  |       0.39       |       1.35        |       1.53       |       673.09       | 0.00e+00 | 5.37e+08 |        0%        |  137659.21%   |
|  32   | 8192 |  1  |  2  | 16  |   4   |  1   |  [[1, 32, 8192]]   | bf16  |       2.4        |       2.42        |       2.45       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    10.92%     |
|  32   | 8192 |  2  |  2  | 16  |   4   |  1   |  [[2, 32, 8192]]   | bf16  |       1.48       |        1.5        |       1.52       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
|  32   | 8192 |  4  |  2  | 16  |   4   |  1   |  [[4, 32, 8192]]   | bf16  |       1.49       |       1.51        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
|  32   | 8192 |  8  |  2  | 16  |   4   |  1   |  [[8, 32, 8192]]   | bf16  |       3.16       |       3.21        |       3.24       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    66.37%     |
|  32   | 8192 | 16  |  2  | 16  |   4   |  1   |  [[16, 32, 8192]]  | bf16  |       1.49       |       1.52        |       1.55       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
|  32   | 8192 | 32  |  2  | 16  |   4   |  1   |  [[32, 32, 8192]]  | bf16  |       1.49       |       1.52        |       1.55       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    562.99%    |
|  64   | 8192 |  1  |  2  | 16  |   4   |  1   |  [[1, 64, 8192]]   | bf16  |       1.49       |       1.52        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  64   | 8192 |  2  |  2  | 16  |   4   |  1   |  [[2, 64, 8192]]   | bf16  |       1.5        |       1.52        |       1.56       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  64   | 8192 |  4  |  2  | 16  |   4   |  1   |  [[4, 64, 8192]]   | bf16  |       1.48       |       1.51        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
|  64   | 8192 |  8  |  2  | 16  |   4   |  1   |  [[8, 64, 8192]]   | bf16  |       3.19       |       3.21        |       3.27       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    131.48%    |
|  64   | 8192 | 16  |  2  | 16  |   4   |  1   |  [[16, 64, 8192]]  | bf16  |       1.5        |       1.51        |       1.51       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
|  64   | 8192 | 32  |  2  | 16  |   4   |  1   |  [[32, 64, 8192]]  | bf16  |       3.15       |       3.22        |       3.28       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    532.61%    |
|  128  | 8192 |  1  |  2  | 16  |   4   |  1   |  [[1, 128, 8192]]  | bf16  |       1.47       |       1.55        |       1.67       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    71.33%     |
|  128  | 8192 |  2  |  2  | 16  |   4   |  1   |  [[2, 128, 8192]]  | bf16  |       1.48       |       1.51        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
|  128  | 8192 |  4  |  2  | 16  |   4   |  1   |  [[4, 128, 8192]]  | bf16  |       3.14       |       3.19        |       3.26       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    133.58%    |
|  128  | 8192 |  8  |  2  | 16  |   4   |  1   |  [[8, 128, 8192]]  | bf16  |       1.48       |       1.51        |       1.53       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
|  128  | 8192 | 16  |  2  | 16  |   4   |  1   | [[16, 128, 8192]]  | bf16  |       1.5        |       1.51        |       1.53       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
|  128  | 8192 | 32  |  2  | 16  |   4   |  1   | [[32, 128, 8192]]  | bf16  |       3.16       |       3.21        |       3.25       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   1061.85%    |
|  256  | 8192 |  1  |  2  | 16  |   4   |  1   |  [[1, 256, 8192]]  | bf16  |       1.5        |       1.53        |       1.58       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  256  | 8192 |  2  |  2  | 16  |   4   |  1   |  [[2, 256, 8192]]  | bf16  |       1.49       |        1.5        |       1.51       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
|  256  | 8192 |  4  |  2  | 16  |   4   |  1   |  [[4, 256, 8192]]  | bf16  |       1.52       |       1.54        |       1.56       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    551.88%    |
|  256  | 8192 |  8  |  2  | 16  |   4   |  1   |  [[8, 256, 8192]]  | bf16  |       3.17       |       3.21        |       3.29       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    529.25%    |
|  256  | 8192 | 16  |  2  | 16  |   4   |  1   | [[16, 256, 8192]]  | bf16  |       3.01       |       3.08        |       3.22       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   1114.77%    |
|  256  | 8192 | 32  |  2  | 16  |   4   |  1   | [[32, 256, 8192]]  | bf16  |       1.49       |       1.52        |       1.55       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4503.95%    |
|  512  | 8192 |  1  |  2  | 16  |   4   |  1   |  [[1, 512, 8192]]  | bf16  |       3.19       |       3.22        |       3.28       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    131.48%    |
|  512  | 8192 |  2  |  2  | 16  |   4   |  1   |  [[2, 512, 8192]]  | bf16  |       1.5        |       1.52        |       1.55       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
|  512  | 8192 |  4  |  2  | 16  |   4   |  1   |  [[4, 512, 8192]]  | bf16  |       1.49       |       1.52        |       1.54       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1125.99%    |
|  512  | 8192 |  8  |  2  | 16  |   4   |  1   |  [[8, 512, 8192]]  | bf16  |       3.19       |       3.21        |       3.26       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   1051.86%    |
|  512  | 8192 | 16  |  2  | 16  |   4   |  1   | [[16, 512, 8192]]  | bf16  |       1.48       |       1.51        |       1.54       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4534.38%    |
|  512  | 8192 | 32  |  2  | 16  |   4   |  1   | [[32, 512, 8192]]  | bf16  |       1.49       |       1.51        |       1.52       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    9007.9%    |
| 1024  | 8192 |  1  |  2  | 16  |   4   |  1   | [[1, 1024, 8192]]  | bf16  |       3.19       |       3.22        |       3.25       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    262.97%    |
| 1024  | 8192 |  2  |  2  | 16  |   4   |  1   | [[2, 1024, 8192]]  | bf16  |       1.5        |       1.52        |       1.54       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
| 1024  | 8192 |  4  |  2  | 16  |   4   |  1   | [[4, 1024, 8192]]  | bf16  |       1.5        |       1.51        |       1.54       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
| 1024  | 8192 |  8  |  2  | 16  |   4   |  1   | [[8, 1024, 8192]]  | bf16  |       1.48       |       1.51        |       1.52       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4534.38%    |
| 1024  | 8192 | 16  |  2  | 16  |   4   |  1   | [[16, 1024, 8192]] | bf16  |       3.17       |       3.24        |       3.37       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    4234.0%    |
| 1024  | 8192 | 32  |  2  | 16  |   4   |  1   | [[32, 1024, 8192]] | bf16  |       1.48       |        1.5        |       1.51       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |   18137.53%   |
| 2048  | 8192 |  1  |  2  | 16  |   4   |  1   | [[1, 2048, 8192]]  | bf16  |       1.48       |       1.49        |       1.5        |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    1133.6%    |
| 2048  | 8192 |  2  |  2  | 16  |   4   |  1   | [[2, 2048, 8192]]  | bf16  |       3.17       |       3.21        |       3.26       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |    1058.5%    |
| 2048  | 8192 |  4  |  2  | 16  |   4   |  1   | [[4, 2048, 8192]]  | bf16  |       1.5        |       1.52        |       1.57       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4473.92%    |
| 2048  | 8192 |  8  |  2  | 16  |   4   |  1   | [[8, 2048, 8192]]  | bf16  |       1.5        |       1.51        |       1.53       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |   8947.85%    |
| 2048  | 8192 | 16  |  2  | 16  |   4   |  1   | [[16, 2048, 8192]] | bf16  |       3.12       |       3.13        |       3.14       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |    8603.7%    |
| 2048  | 8192 | 32  |  2  | 16  |   4   |  1   | [[32, 2048, 8192]] | bf16  |       0.36       |       1.34        |       1.52       |       673.09       | 0.00e+00 | 5.37e+08 |        0%        |  149130.81%   |
| 4096  | 8192 |  1  |  2  | 16  |   4   |  1   | [[1, 4096, 8192]]  | bf16  |       0.63       |       1.39        |       1.54       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |    5326.1%    |
| 4096  | 8192 |  2  |  2  | 16  |   4   |  1   | [[2, 4096, 8192]]  | bf16  |       1.47       |       1.48        |       1.5        |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4565.23%    |
| 4096  | 8192 |  4  |  2  | 16  |   4   |  1   | [[4, 4096, 8192]]  | bf16  |       1.5        |       1.52        |       1.55       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |   8947.85%    |
| 4096  | 8192 |  8  |  2  | 16  |   4   |  1   | [[8, 4096, 8192]]  | bf16  |       2.13       |       2.85        |       3.28       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |   12602.6%    |
| 4096  | 8192 | 16  |  2  | 16  |   4   |  1   | [[16, 4096, 8192]] | bf16  |       0.32       |       1.34        |       1.53       |       673.09       | 0.00e+00 | 5.37e+08 |        0%        |  167772.16%   |
| 4096  | 8192 | 32  |  2  | 16  |   4   |  1   | [[32, 4096, 8192]] | bf16  |       0.68       |       1.39        |       1.52       |      1344.18       | 0.00e+00 | 1.07e+09 |        0%        |  157903.21%   |
|  32   |  32  |  1  |  2  | 32  |   0   |  1   |   [[1, 32, 32]]    | bf16  |       1.48       |       1.51        |       1.54       |        2.0         | 0.00e+00 | 1.02e+03 |        0%        |     0.07%     |
|  32   |  32  |  2  |  2  | 32  |   0   |  1   |   [[2, 32, 32]]    | bf16  |       1.48       |       1.51        |       1.56       |        2.0         | 0.00e+00 | 2.05e+03 |        0%        |     0.14%     |
|  32   |  32  |  4  |  2  | 32  |   0   |  1   |   [[4, 32, 32]]    | bf16  |       1.49       |       1.51        |       1.53       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  32   |  32  |  8  |  2  | 32  |   0   |  1   |   [[8, 32, 32]]    | bf16  |       1.48       |       1.53        |       1.62       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  32   |  32  | 16  |  2  | 32  |   0   |  1   |   [[16, 32, 32]]   | bf16  |       1.49       |       1.51        |       1.52       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.1%      |
|  32   |  32  | 32  |  2  | 32  |   0   |  1   |   [[32, 32, 32]]   | bf16  |       1.5        |       1.52        |       1.55       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  64   |  32  |  1  |  2  | 32  |   0   |  1   |   [[1, 64, 32]]    | bf16  |       1.48       |       1.52        |       1.59       |        2.0         | 0.00e+00 | 2.05e+03 |        0%        |     0.14%     |
|  64   |  32  |  2  |  2  | 32  |   0   |  1   |   [[2, 64, 32]]    | bf16  |       1.48       |        1.5        |       1.53       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.28%     |
|  64   |  32  |  4  |  2  | 32  |   0   |  1   |   [[4, 64, 32]]    | bf16  |       1.49       |       1.52        |       1.56       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  64   |  32  |  8  |  2  | 32  |   0   |  1   |   [[8, 64, 32]]    | bf16  |       1.47       |       1.49        |       1.51       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.11%     |
|  64   |  32  | 16  |  2  | 32  |   0   |  1   |   [[16, 64, 32]]   | bf16  |       1.5        |       1.51        |       1.54       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  64   |  32  | 32  |  2  | 32  |   0   |  1   |   [[32, 64, 32]]   | bf16  |       1.5        |       1.53        |       1.56       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  128  |  32  |  1  |  2  | 32  |   0   |  1   |   [[1, 128, 32]]   | bf16  |       1.5        |       1.52        |       1.55       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  128  |  32  |  2  |  2  | 32  |   0   |  1   |   [[2, 128, 32]]   | bf16  |       1.5        |       1.52        |       1.55       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  128  |  32  |  4  |  2  | 32  |   0   |  1   |   [[4, 128, 32]]   | bf16  |       1.49       |       1.51        |       1.55       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.1%      |
|  128  |  32  |  8  |  2  | 32  |   0   |  1   |   [[8, 128, 32]]   | bf16  |       1.48       |       1.51        |       1.53       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.21%     |
|  128  |  32  | 16  |  2  | 32  |   0   |  1   |  [[16, 128, 32]]   | bf16  |       1.48       |       1.51        |       1.56       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.43%     |
|  128  |  32  | 32  |  2  | 32  |   0   |  1   |  [[32, 128, 32]]   | bf16  |       1.59       |       2.82        |       3.16       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.24%     |
|  256  |  32  |  1  |  2  | 32  |   0   |  1   |   [[1, 256, 32]]   | bf16  |       1.5        |       1.52        |       1.55       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  256  |  32  |  2  |  2  | 32  |   0   |  1   |   [[2, 256, 32]]   | bf16  |       1.49       |       1.51        |       1.52       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.1%      |
|  256  |  32  |  4  |  2  | 32  |   0   |  1   |   [[4, 256, 32]]   | bf16  |       1.5        |       1.51        |       1.52       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  256  |  32  |  8  |  2  | 32  |   0   |  1   |   [[8, 256, 32]]   | bf16  |       1.49       |       1.57        |       1.8        |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
|  256  |  32  | 16  |  2  | 32  |   0   |  1   |  [[16, 256, 32]]   | bf16  |       1.49       |       1.51        |       1.52       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
|  256  |  32  | 32  |  2  | 32  |   0   |  1   |  [[32, 256, 32]]   | bf16  |       1.49       |       1.52        |       1.54       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
|  512  |  32  |  1  |  2  | 32  |   0   |  1   |   [[1, 512, 32]]   | bf16  |       1.49       |       1.51        |       1.52       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.1%      |
|  512  |  32  |  2  |  2  | 32  |   0   |  1   |   [[2, 512, 32]]   | bf16  |       1.49       |       1.52        |       1.54       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
|  512  |  32  |  4  |  2  | 32  |   0   |  1   |   [[4, 512, 32]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
|  512  |  32  |  8  |  2  | 32  |   0   |  1   |   [[8, 512, 32]]   | bf16  |       1.5        |       1.53        |       1.55       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  512  |  32  | 16  |  2  | 32  |   0   |  1   |  [[16, 512, 32]]   | bf16  |       1.49       |       1.51        |       1.55       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
|  512  |  32  | 32  |  2  | 32  |   0   |  1   |  [[32, 512, 32]]   | bf16  |       1.47       |       1.49        |       1.51       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.67%     |
| 1024  |  32  |  1  |  2  | 32  |   0   |  1   |  [[1, 1024, 32]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
| 1024  |  32  |  2  |  2  | 32  |   0   |  1   |  [[2, 1024, 32]]   | bf16  |       1.49       |       1.52        |       1.55       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
| 1024  |  32  |  4  |  2  | 32  |   0   |  1   |  [[4, 1024, 32]]   | bf16  |       1.49       |       1.51        |       1.54       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
| 1024  |  32  |  8  |  2  | 32  |   0   |  1   |  [[8, 1024, 32]]   | bf16  |       1.52       |       1.54        |       1.55       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.25%     |
| 1024  |  32  | 16  |  2  | 32  |   0   |  1   |  [[16, 1024, 32]]  | bf16  |       1.52       |       1.54        |       1.56       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
| 1024  |  32  | 32  |  2  | 32  |   0   |  1   |  [[32, 1024, 32]]  | bf16  |       1.49       |       1.51        |       1.53       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
| 2048  |  32  |  1  |  2  | 32  |   0   |  1   |  [[1, 2048, 32]]   | bf16  |       3.14       |       3.21        |       3.25       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     2.09%     |
| 2048  |  32  |  2  |  2  | 32  |   0   |  1   |  [[2, 2048, 32]]   | bf16  |       1.48       |       1.51        |       1.54       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
| 2048  |  32  |  4  |  2  | 32  |   0   |  1   |  [[4, 2048, 32]]   | bf16  |       1.51       |       1.52        |       1.54       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.36%     |
| 2048  |  32  |  8  |  2  | 32  |   0   |  1   |  [[8, 2048, 32]]   | bf16  |       1.49       |        1.5        |       1.51       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
| 2048  |  32  | 16  |  2  | 32  |   0   |  1   |  [[16, 2048, 32]]  | bf16  |       1.5        |       1.52        |       1.55       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 2048  |  32  | 32  |  2  | 32  |   0   |  1   |  [[32, 2048, 32]]  | bf16  |       1.48       |       1.51        |       1.52       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
