Test Case: H20SXM_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  32   | 128  |  2  |  2  | 32  |   0   |  1   |   [[2, 32, 128]]   | bf16  |       0.76       |       0.79        |       0.84       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.54%     |
|  32   | 128  |  4  |  2  | 32  |   0   |  1   |   [[4, 32, 128]]   | bf16  |       0.76       |       0.78        |       0.8        |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.08%     |
|  32   | 128  |  8  |  2  | 32  |   0   |  1   |   [[8, 32, 128]]   | bf16  |       0.73       |       0.76        |       0.79       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.24%     |
|  32   | 128  | 16  |  2  | 32  |   0   |  1   |  [[16, 32, 128]]   | bf16  |       0.75       |       0.77        |       0.8        |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  32   | 128  | 32  |  2  | 32  |   0   |  1   |  [[32, 32, 128]]   | bf16  |       0.75       |       0.77        |       0.78       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  64   | 128  |  1  |  2  | 32  |   0   |  1   |   [[1, 64, 128]]   | bf16  |       0.75       |       0.78        |       0.84       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  64   | 128  |  2  |  2  | 32  |   0   |  1   |   [[2, 64, 128]]   | bf16  |       0.75       |       0.77        |       0.82       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.09%     |
|  64   | 128  |  4  |  2  | 32  |   0   |  1   |   [[4, 64, 128]]   | bf16  |       0.76       |       0.77        |       0.81       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.16%     |
|  64   | 128  |  8  |  2  | 32  |   0   |  1   |   [[8, 64, 128]]   | bf16  |       0.73       |       0.76        |       0.8        |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.49%     |
|  64   | 128  | 16  |  2  | 32  |   0   |  1   |  [[16, 64, 128]]   | bf16  |       0.36       |       0.37        |       0.38       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     18.2%     |
|  64   | 128  | 32  |  2  | 32  |   0   |  1   |  [[32, 64, 128]]   | bf16  |       0.74       |       0.78        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  128  | 128  |  1  |  2  | 32  |   0   |  1   |  [[1, 128, 128]]   | bf16  |       0.74       |       0.77        |       0.83       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.11%     |
|  128  | 128  |  2  |  2  | 32  |   0   |  1   |  [[2, 128, 128]]   | bf16  |       0.75       |       0.77        |       0.82       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  128  | 128  |  4  |  2  | 32  |   0   |  1   |  [[4, 128, 128]]   | bf16  |       0.75       |       0.77        |       0.82       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  128  | 128  |  8  |  2  | 32  |   0   |  1   |  [[8, 128, 128]]   | bf16  |       0.75       |       0.77        |       0.79       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  128  | 128  | 16  |  2  | 32  |   0   |  1   |  [[16, 128, 128]]  | bf16  |       0.77       |       0.79        |       0.81       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.02%     |
|  128  | 128  | 32  |  2  | 32  |   0   |  1   |  [[32, 128, 128]]  | bf16  |       0.73       |       0.77        |       0.85       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.91%     |
|  256  | 128  |  1  |  2  | 32  |   0   |  1   |  [[1, 256, 128]]   | bf16  |       0.75       |       0.78        |       0.86       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  256  | 128  |  2  |  2  | 32  |   0   |  1   |  [[2, 256, 128]]   | bf16  |       0.75       |       0.78        |       0.81       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  256  | 128  |  4  |  2  | 32  |   0   |  1   |  [[4, 256, 128]]   | bf16  |       0.73       |       0.75        |       0.81       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.98%     |
|  256  | 128  |  8  |  2  | 32  |   0   |  1   |  [[8, 256, 128]]   | bf16  |       0.75       |       0.78        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  256  | 128  | 16  |  2  | 32  |   0   |  1   |  [[16, 256, 128]]  | bf16  |       0.74       |       0.77        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
|  256  | 128  | 32  |  2  | 32  |   0   |  1   |  [[32, 256, 128]]  | bf16  |       0.76       |       0.78        |       0.81       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    68.99%     |
|  512  | 128  |  1  |  2  | 32  |   0   |  1   |  [[1, 512, 128]]   | bf16  |       0.74       |       0.77        |       0.83       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.43%     |
|  512  | 128  |  2  |  2  | 32  |   0   |  1   |  [[2, 512, 128]]   | bf16  |       0.76       |       0.78        |       0.8        |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.62%     |
|  512  | 128  |  4  |  2  | 32  |   0   |  1   |  [[4, 512, 128]]   | bf16  |       0.74       |       0.77        |       0.79       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  512  | 128  |  8  |  2  | 32  |   0   |  1   |  [[8, 512, 128]]   | bf16  |       0.77       |       0.79        |       0.81       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.04%     |
|  512  | 128  | 16  |  2  | 32  |   0   |  1   |  [[16, 512, 128]]  | bf16  |       0.74       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
|  512  | 128  | 32  |  2  | 32  |   0   |  1   |  [[32, 512, 128]]  | bf16  |       0.75       |       0.77        |       0.82       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 1024  | 128  |  1  |  2  | 32  |   0   |  1   |  [[1, 1024, 128]]  | bf16  |       0.74       |       0.77        |       0.81       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
| 1024  | 128  |  2  |  2  | 32  |   0   |  1   |  [[2, 1024, 128]]  | bf16  |       0.75       |       0.77        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
| 1024  | 128  |  4  |  2  | 32  |   0   |  1   |  [[4, 1024, 128]]  | bf16  |       0.75       |       0.77        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
| 1024  | 128  |  8  |  2  | 32  |   0   |  1   |  [[8, 1024, 128]]  | bf16  |       0.75       |       0.79        |       0.87       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 1024  | 128  | 16  |  2  | 32  |   0   |  1   | [[16, 1024, 128]]  | bf16  |       0.74       |       0.78        |       0.8        |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
| 1024  | 128  | 32  |  2  | 32  |   0   |  1   | [[32, 1024, 128]]  | bf16  |       0.76       |       0.79        |       0.86       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    275.94%    |
| 2048  | 128  |  1  |  2  | 32  |   0   |  1   |  [[1, 2048, 128]]  | bf16  |       0.72       |       0.77        |       0.79       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |     18.2%     |
| 2048  | 128  |  2  |  2  | 32  |   0   |  1   |  [[2, 2048, 128]]  | bf16  |       0.75       |       0.77        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
| 2048  | 128  |  4  |  2  | 32  |   0   |  1   |  [[4, 2048, 128]]  | bf16  |       0.75       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 2048  | 128  |  8  |  2  | 32  |   0   |  1   |  [[8, 2048, 128]]  | bf16  |       0.75       |       0.77        |       0.81       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 2048  | 128  | 16  |  2  | 32  |   0   |  1   | [[16, 2048, 128]]  | bf16  |       0.77       |       0.79        |       0.82       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    272.36%    |
| 2048  | 128  | 32  |  2  | 32  |   0   |  1   | [[32, 2048, 128]]  | bf16  |       0.75       |       0.78        |       0.81       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 4096  | 128  |  1  |  2  | 32  |   0   |  1   |  [[1, 4096, 128]]  | bf16  |       0.74       |       0.79        |       0.84       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
| 4096  | 128  |  2  |  2  | 32  |   0   |  1   |  [[2, 4096, 128]]  | bf16  |       0.75       |       0.78        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 4096  | 128  |  4  |  2  | 32  |   0   |  1   |  [[4, 4096, 128]]  | bf16  |       0.76       |       0.78        |       0.81       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    137.97%    |
| 4096  | 128  |  8  |  2  | 32  |   0   |  1   |  [[8, 4096, 128]]  | bf16  |       0.76       |       0.79        |       0.84       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    275.94%    |
| 4096  | 128  | 16  |  2  | 32  |   0   |  1   | [[16, 4096, 128]]  | bf16  |       0.75       |       0.78        |       0.82       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 4096  | 128  | 32  |  2  | 32  |   0   |  1   | [[32, 4096, 128]]  | bf16  |       0.75       |       0.78        |       0.82       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
|  32   | 512  |  1  |  2  | 32  |   0   |  1   |   [[1, 32, 512]]   | bf16  |       0.76       |       0.78        |       0.79       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.08%     |
|  32   | 512  |  2  |  2  | 32  |   0   |  1   |   [[2, 32, 512]]   | bf16  |       0.75       |       0.77        |       0.81       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  32   | 512  |  4  |  2  | 32  |   0   |  1   |   [[4, 32, 512]]   | bf16  |       0.72       |       0.77        |       0.8        |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.55%     |
|  32   | 512  |  8  |  2  | 32  |   0   |  1   |   [[8, 32, 512]]   | bf16  |       0.36       |       0.37        |       0.38       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     18.2%     |
|  32   | 512  | 16  |  2  | 32  |   0   |  1   |  [[16, 32, 512]]   | bf16  |       0.36       |       0.37        |       0.38       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    36.41%     |
|  32   | 512  | 32  |  2  | 32  |   0   |  1   |  [[32, 32, 512]]   | bf16  |       0.36       |       0.37        |       0.38       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    72.82%     |
|  64   | 512  |  1  |  2  | 32  |   0   |  1   |   [[1, 64, 512]]   | bf16  |       0.75       |       0.77        |       0.8        |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  64   | 512  |  2  |  2  | 32  |   0   |  1   |   [[2, 64, 512]]   | bf16  |       0.75       |       0.78        |       0.81       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  64   | 512  |  4  |  2  | 32  |   0   |  1   |   [[4, 64, 512]]   | bf16  |       0.75       |       0.78        |       0.83       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  64   | 512  |  8  |  2  | 32  |   0   |  1   |   [[8, 64, 512]]   | bf16  |       0.74       |       0.75        |       0.78       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  64   | 512  | 16  |  2  | 32  |   0   |  1   |  [[16, 64, 512]]   | bf16  |       0.77       |       0.78        |       0.79       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.04%     |
|  64   | 512  | 32  |  2  | 32  |   0   |  1   |  [[32, 64, 512]]   | bf16  |       0.73       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    71.82%     |
|  128  | 512  |  1  |  2  | 32  |   0   |  1   |  [[1, 128, 512]]   | bf16  |       0.76       |       0.79        |       0.82       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.31%     |
|  128  | 512  |  2  |  2  | 32  |   0   |  1   |  [[2, 128, 512]]   | bf16  |       0.74       |       0.78        |       0.81       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  128  | 512  |  4  |  2  | 32  |   0   |  1   |  [[4, 128, 512]]   | bf16  |       0.75       |       0.78        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  128  | 512  |  8  |  2  | 32  |   0   |  1   |  [[8, 128, 512]]   | bf16  |       0.76       |       0.79        |       0.81       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
|  128  | 512  | 16  |  2  | 32  |   0   |  1   |  [[16, 128, 512]]  | bf16  |       0.75       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  128  | 512  | 32  |  2  | 32  |   0   |  1   |  [[32, 128, 512]]  | bf16  |       0.74       |       0.78        |       0.81       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
|  256  | 512  |  1  |  2  | 32  |   0   |  1   |  [[1, 256, 512]]   | bf16  |       0.75       |       0.78        |       0.81       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  256  | 512  |  2  |  2  | 32  |   0   |  1   |  [[2, 256, 512]]   | bf16  |       0.74       |       0.77        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  256  | 512  |  4  |  2  | 32  |   0   |  1   |  [[4, 256, 512]]   | bf16  |       0.76       |       0.77        |       0.79       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
|  256  | 512  |  8  |  2  | 32  |   0   |  1   |  [[8, 256, 512]]   | bf16  |       0.74       |       0.78        |       0.82       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
|  256  | 512  | 16  |  2  | 32  |   0   |  1   |  [[16, 256, 512]]  | bf16  |       0.75       |       0.78        |       0.82       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  256  | 512  | 32  |  2  | 32  |   0   |  1   |  [[32, 256, 512]]  | bf16  |       0.75       |       0.77        |       0.79       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
|  512  | 512  |  1  |  2  | 32  |   0   |  1   |  [[1, 512, 512]]   | bf16  |       0.76       |       0.78        |       0.83       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.25%     |
|  512  | 512  |  2  |  2  | 32  |   0   |  1   |  [[2, 512, 512]]   | bf16  |       0.75       |       0.79        |       0.84       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  512  | 512  |  4  |  2  | 32  |   0   |  1   |  [[4, 512, 512]]   | bf16  |       0.74       |       0.78        |       0.81       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
|  512  | 512  |  8  |  2  | 32  |   0   |  1   |  [[8, 512, 512]]   | bf16  |       0.73       |       0.78        |       0.82       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    143.64%    |
|  512  | 512  | 16  |  2  | 32  |   0   |  1   |  [[16, 512, 512]]  | bf16  |       0.76       |       0.78        |       0.8        |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    275.94%    |
|  512  | 512  | 32  |  2  | 32  |   0   |  1   |  [[32, 512, 512]]  | bf16  |       0.75       |       0.78        |       0.82       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 1024  | 512  |  1  |  2  | 32  |   0   |  1   |  [[1, 1024, 512]]  | bf16  |       0.75       |       0.78        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
| 1024  | 512  |  2  |  2  | 32  |   0   |  1   |  [[2, 1024, 512]]  | bf16  |       0.76       |       0.79        |       0.83       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    68.99%     |
| 1024  | 512  |  4  |  2  | 32  |   0   |  1   |  [[4, 1024, 512]]  | bf16  |       0.76       |       0.78        |       0.82       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    137.97%    |
| 1024  | 512  |  8  |  2  | 32  |   0   |  1   |  [[8, 1024, 512]]  | bf16  |       0.76       |       0.77        |       0.82       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    275.94%    |
| 1024  | 512  | 16  |  2  | 32  |   0   |  1   | [[16, 1024, 512]]  | bf16  |       0.73       |       0.77        |       0.81       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    574.56%    |
| 1024  | 512  | 32  |  2  | 32  |   0   |  1   | [[32, 1024, 512]]  | bf16  |       0.75       |       0.77        |       0.79       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
| 2048  | 512  |  1  |  2  | 32  |   0   |  1   |  [[1, 2048, 512]]  | bf16  |       0.75       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 2048  | 512  |  2  |  2  | 32  |   0   |  1   |  [[2, 2048, 512]]  | bf16  |       0.75       |       0.77        |       0.8        |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 2048  | 512  |  4  |  2  | 32  |   0   |  1   |  [[4, 2048, 512]]  | bf16  |       0.76       |       0.78        |       0.8        |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    275.94%    |
| 2048  | 512  |  8  |  2  | 32  |   0   |  1   |  [[8, 2048, 512]]  | bf16  |       0.75       |       0.78        |       0.82       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 2048  | 512  | 16  |  2  | 32  |   0   |  1   | [[16, 2048, 512]]  | bf16  |       0.75       |       0.78        |       0.83       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
| 2048  | 512  | 32  |  2  | 32  |   0   |  1   | [[32, 2048, 512]]  | bf16  |       0.76       |       0.77        |       0.82       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |   2207.53%    |
| 4096  | 512  |  1  |  2  | 32  |   0   |  1   |  [[1, 4096, 512]]  | bf16  |       0.75       |       0.78        |       0.81       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 4096  | 512  |  2  |  2  | 32  |   0   |  1   |  [[2, 4096, 512]]  | bf16  |       0.75       |       0.77        |       0.78       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
| 4096  | 512  |  4  |  2  | 32  |   0   |  1   |  [[4, 4096, 512]]  | bf16  |       0.74       |       0.77        |       0.8        |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
| 4096  | 512  |  8  |  2  | 32  |   0   |  1   |  [[8, 4096, 512]]  | bf16  |       0.73       |       0.78        |       0.83       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1149.12%    |
| 4096  | 512  | 16  |  2  | 32  |   0   |  1   | [[16, 4096, 512]]  | bf16  |       0.74       |       0.77        |       0.8        |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |   2267.19%    |
| 4096  | 512  | 32  |  2  | 32  |   0   |  1   | [[32, 4096, 512]]  | bf16  |       0.76       |       0.78        |       0.82       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |   4415.06%    |
|  32   | 768  |  1  |  2  | 32  |   0   |  1   |   [[1, 32, 768]]   | bf16  |       0.75       |       0.79        |       0.82       |        2.02        | 0.00e+00 | 2.46e+04 |        0%        |     1.64%     |
|  32   | 768  |  2  |  2  | 32  |   0   |  1   |   [[2, 32, 768]]   | bf16  |       0.76       |       0.78        |       0.81       |        2.03        | 0.00e+00 | 4.92e+04 |        0%        |     3.23%     |
|  32   | 768  |  4  |  2  | 32  |   0   |  1   |   [[4, 32, 768]]   | bf16  |       0.75       |       0.78        |       0.83       |        2.06        | 0.00e+00 | 9.83e+04 |        0%        |     6.55%     |
|  32   | 768  |  8  |  2  | 32  |   0   |  1   |   [[8, 32, 768]]   | bf16  |       0.74       |       0.77        |       0.79       |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |    13.28%     |
|  32   | 768  | 16  |  2  | 32  |   0   |  1   |  [[16, 32, 768]]   | bf16  |       0.75       |       0.78        |       0.81       |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    26.21%     |
|  32   | 768  | 32  |  2  | 32  |   0   |  1   |  [[32, 32, 768]]   | bf16  |       0.75       |       0.79        |       0.84       |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    52.43%     |
|  64   | 768  |  1  |  2  | 32  |   0   |  1   |   [[1, 64, 768]]   | bf16  |       0.76       |       0.78        |       0.8        |        2.03        | 0.00e+00 | 4.92e+04 |        0%        |     3.23%     |
|  64   | 768  |  2  |  2  | 32  |   0   |  1   |   [[2, 64, 768]]   | bf16  |       0.76       |       0.79        |       0.83       |        2.06        | 0.00e+00 | 9.83e+04 |        0%        |     6.47%     |
|  64   | 768  |  4  |  2  | 32  |   0   |  1   |   [[4, 64, 768]]   | bf16  |       0.75       |       0.78        |       0.81       |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |    13.11%     |
|  64   | 768  |  8  |  2  | 32  |   0   |  1   |   [[8, 64, 768]]   | bf16  |       0.76       |       0.78        |       0.81       |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    25.87%     |
|  64   | 768  | 16  |  2  | 32  |   0   |  1   |  [[16, 64, 768]]   | bf16  |       0.75       |       0.78        |       0.79       |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    52.43%     |
|  64   | 768  | 32  |  2  | 32  |   0   |  1   |  [[32, 64, 768]]   | bf16  |       0.75       |       0.77        |       0.84       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
|  128  | 768  |  1  |  2  | 32  |   0   |  1   |  [[1, 128, 768]]   | bf16  |       0.75       |       0.78        |       0.81       |        2.06        | 0.00e+00 | 9.83e+04 |        0%        |     6.55%     |
|  128  | 768  |  2  |  2  | 32  |   0   |  1   |  [[2, 128, 768]]   | bf16  |       0.76       |       0.77        |       0.79       |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |    12.93%     |
|  128  | 768  |  4  |  2  | 32  |   0   |  1   |  [[4, 128, 768]]   | bf16  |       0.75       |       0.77        |       0.78       |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    26.21%     |
|  128  | 768  |  8  |  2  | 32  |   0   |  1   |  [[8, 128, 768]]   | bf16  |       0.75       |       0.77        |       0.8        |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    52.43%     |
|  128  | 768  | 16  |  2  | 32  |   0   |  1   |  [[16, 128, 768]]  | bf16  |       0.76       |       0.78        |       0.79       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    103.48%    |
|  128  | 768  | 32  |  2  | 32  |   0   |  1   |  [[32, 128, 768]]  | bf16  |       0.75       |       0.77        |       0.79       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    209.72%    |
|  256  | 768  |  1  |  2  | 32  |   0   |  1   |  [[1, 256, 768]]   | bf16  |       0.76       |       0.78        |       0.81       |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |    12.93%     |
|  256  | 768  |  2  |  2  | 32  |   0   |  1   |  [[2, 256, 768]]   | bf16  |       0.76       |       0.78        |       0.8        |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    25.87%     |
|  256  | 768  |  4  |  2  | 32  |   0   |  1   |  [[4, 256, 768]]   | bf16  |       0.74       |       0.77        |       0.81       |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    53.14%     |
|  256  | 768  |  8  |  2  | 32  |   0   |  1   |  [[8, 256, 768]]   | bf16  |       0.77       |       0.79        |       0.82       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    102.13%    |
|  256  | 768  | 16  |  2  | 32  |   0   |  1   |  [[16, 256, 768]]  | bf16  |       0.75       |       0.77        |       0.81       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    209.72%    |
|  256  | 768  | 32  |  2  | 32  |   0   |  1   |  [[32, 256, 768]]  | bf16  |       0.77       |       0.79        |       0.83       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    408.54%    |
|  512  | 768  |  1  |  2  | 32  |   0   |  1   |  [[1, 512, 768]]   | bf16  |       0.75       |       0.77        |       0.81       |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    26.21%     |
|  512  | 768  |  2  |  2  | 32  |   0   |  1   |  [[2, 512, 768]]   | bf16  |       0.76       |       0.78        |       0.8        |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    51.74%     |
|  512  | 768  |  4  |  2  | 32  |   0   |  1   |  [[4, 512, 768]]   | bf16  |       0.76       |       0.78        |       0.82       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    103.48%    |
|  512  | 768  |  8  |  2  | 32  |   0   |  1   |  [[8, 512, 768]]   | bf16  |       0.74       |       0.77        |       0.8        |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    212.55%    |
|  512  | 768  | 16  |  2  | 32  |   0   |  1   |  [[16, 512, 768]]  | bf16  |       0.74       |       0.77        |       0.81       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    425.1%     |
|  512  | 768  | 32  |  2  | 32  |   0   |  1   |  [[32, 512, 768]]  | bf16  |       0.74       |       0.76        |       0.81       |        9.86        | 0.00e+00 | 1.26e+07 |        0%        |    850.2%     |
| 1024  | 768  |  1  |  2  | 32  |   0   |  1   |  [[1, 1024, 768]]  | bf16  |       0.74       |       0.77        |       0.81       |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    53.14%     |
| 1024  | 768  |  2  |  2  | 32  |   0   |  1   |  [[2, 1024, 768]]  | bf16  |       0.36       |       0.37        |       0.38       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    218.45%    |
| 1024  | 768  |  4  |  2  | 32  |   0   |  1   |  [[4, 1024, 768]]  | bf16  |       0.37       |       0.37        |       0.38       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    425.1%     |
| 1024  | 768  |  8  |  2  | 32  |   0   |  1   |  [[8, 1024, 768]]  | bf16  |       0.33       |       0.36        |       0.37       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    953.25%    |
| 1024  | 768  | 16  |  2  | 32  |   0   |  1   | [[16, 1024, 768]]  | bf16  |       0.69       |       0.75        |       0.79       |        9.86        | 0.00e+00 | 1.26e+07 |        0%        |    911.81%    |
| 1024  | 768  | 32  |  2  | 32  |   0   |  1   | [[32, 1024, 768]]  | bf16  |       0.77       |       0.78        |       0.81       |       17.73        | 0.00e+00 | 2.52e+07 |        0%        |   1634.14%    |
| 2048  | 768  |  1  |  2  | 32  |   0   |  1   |  [[1, 2048, 768]]  | bf16  |       0.75       |       0.78        |       0.83       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
| 2048  | 768  |  2  |  2  | 32  |   0   |  1   |  [[2, 2048, 768]]  | bf16  |       0.76       |        0.8        |       0.85       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    206.96%    |
| 2048  | 768  |  4  |  2  | 32  |   0   |  1   |  [[4, 2048, 768]]  | bf16  |       0.74       |       0.76        |       0.79       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    425.1%     |
