Test Case: B200_aten-slice
|  M   |  N   | start | end |   _tensor    | step | dim | dtype | duration_mean(us) | duration_min(us) | duration_max(us) | theory_latency(us) |
|  8   | 1024 |   4   |  8  |  [8, 1024]   |  1   |  0  | fp16  |       89.21       |      88.41       |      89.94       |       64.94        |
| 128  | 1024 |   4   |  8  | [128, 1024]  |  1   |  0  | fp16  |       88.75       |      87.62       |      90.05       |       17.73        |
| 1024 | 1024 |   4   |  8  | [1024, 1024] |  1   |  0  | fp16  |       88.48       |      88.01       |      89.06       |       33.46        |
| 4096 | 1024 |   4   |  8  | [4096, 1024] |  1   |  0  | fp16  |       88.58       |      87.73       |      89.43       |       64.93        |
|  1   | 8192 |   4   |  8  |  [1, 8192]   |  1   |  0  | fp16  |       88.46       |      87.79       |      88.75       |       127.85       |
|  2   | 8192 |   4   |  8  |  [2, 8192]   |  1   |  0  | fp16  |       88.78       |      87.84       |      89.37       |        3.97        |
|  8   | 8192 |   4   |  8  |  [8, 8192]   |  1   |  0  | fp16  |       87.56       |      86.72       |      88.12       |        5.94        |
| 128  | 8192 |   4   |  8  | [128, 8192]  |  1   |  0  | fp16  |       88.75       |      87.55       |      89.46       |        9.88        |
| 1024 | 8192 |   4   |  8  | [1024, 8192] |  1   |  0  | fp16  |       88.73       |      88.09       |      89.25       |       17.75        |
| 4096 | 8192 |   4   |  8  | [4096, 8192] |  1   |  0  | fp16  |       88.63       |      88.05       |      89.09       |        5.94        |
|  1   |  32  |   0   | 16  |   [1, 32]    |  1   |  0  | fp16  |       88.76       |      87.94       |      89.14       |        9.87        |
|  2   |  32  |   0   | 16  |   [2, 32]    |  1   |  0  | fp16  |       88.24       |      87.72       |      88.73       |       17.74        |
|  8   |  32  |   0   | 16  |   [8, 32]    |  1   |  0  | fp16  |       88.41       |      87.56       |      89.33       |       33.48        |
| 128  |  32  |   0   | 16  |  [128, 32]   |  1   |  0  | fp16  |       88.12       |      87.49       |      88.77       |        9.87        |
| 1024 |  32  |   0   | 16  |  [1024, 32]  |  1   |  0  | fp16  |       88.34       |      87.69       |      89.03       |       17.73        |
| 4096 |  32  |   0   | 16  |  [4096, 32]  |  1   |  0  | fp16  |       88.19       |      87.73       |      88.52       |       33.47        |
|  1   | 128  |   0   | 16  |   [1, 128]   |  1   |  0  | fp16  |       88.13       |      87.71       |      88.71       |       64.94        |
|  2   | 128  |   0   | 16  |   [2, 128]   |  1   |  0  | fp16  |       88.51       |      87.76       |      89.22       |       17.73        |
|  8   | 128  |   0   | 16  |   [8, 128]   |  1   |  0  | fp16  |       88.24       |      87.44       |      89.25       |       33.46        |
| 128  | 128  |   0   | 16  |  [128, 128]  |  1   |  0  | fp16  |       88.29       |      87.84       |      88.71       |       64.93        |
| 1024 | 128  |   0   | 16  | [1024, 128]  |  1   |  0  | fp16  |       88.77       |      87.88       |      89.43       |       127.85       |
| 4096 | 128  |   0   | 16  | [4096, 128]  |  1   |  0  | fp16  |       88.45       |      88.18       |      88.99       |       33.46        |
|  1   | 1024 |   0   | 16  |  [1, 1024]   |  1   |  0  | fp16  |       89.26       |      88.92       |      89.56       |       64.92        |
|  2   | 1024 |   0   | 16  |  [2, 1024]   |  1   |  0  | fp16  |       89.42       |      88.89       |      90.31       |       127.84       |
|  8   | 1024 |   0   | 16  |  [8, 1024]   |  1   |  0  | fp16  |       89.32       |      88.65       |       89.9       |       253.68       |
| 128  | 1024 |   0   | 16  | [128, 1024]  |  1   |  0  | fp16  |       89.37       |      88.16       |      90.11       |       64.92        |
| 1024 | 1024 |   0   | 16  | [1024, 1024] |  1   |  0  | fp16  |       88.7        |      87.54       |      89.33       |       127.83       |
| 4096 | 1024 |   0   | 16  | [4096, 1024] |  1   |  0  | fp16  |       89.2        |      88.55       |      90.08       |       253.67       |
|  1   | 8192 |   0   | 16  |  [1, 8192]   |  1   |  0  | fp16  |       89.08       |      88.64       |      89.64       |       505.34       |
|  2   | 8192 |   0   | 16  |  [2, 8192]   |  1   |  0  | fp16  |       88.46       |      87.65       |      89.91       |        5.94        |
|  8   | 8192 |   0   | 16  |  [8, 8192]   |  1   |  0  | fp16  |       88.99       |      88.51       |      89.29       |        9.87        |
| 128  | 8192 |   0   | 16  | [128, 8192]  |  1   |  0  | fp16  |       88.9        |      88.34       |      89.45       |       17.74        |
| 1024 | 8192 |   0   | 16  | [1024, 8192] |  1   |  0  | fp16  |       88.68       |      88.11       |      89.92       |       33.48        |
| 4096 | 8192 |   0   | 16  | [4096, 8192] |  1   |  0  | fp16  |       89.4        |       88.9       |      90.08       |        9.87        |
|  1   |  32  |   1   | 16  |   [1, 32]    |  1   |  0  | fp16  |       89.18       |      87.88       |      90.48       |       17.73        |
|  2   |  32  |   1   | 16  |   [2, 32]    |  1   |  0  | fp16  |       89.06       |      88.43       |      89.85       |       33.47        |
|  8   |  32  |   1   | 16  |   [8, 32]    |  1   |  0  | fp16  |       88.88       |      88.56       |      89.55       |       64.94        |
| 128  |  32  |   1   | 16  |  [128, 32]   |  1   |  0  | fp16  |       88.73       |      88.04       |      89.51       |       17.73        |
| 1024 |  32  |   1   | 16  |  [1024, 32]  |  1   |  0  | fp16  |       88.48       |      88.12       |       88.9       |       33.46        |
| 4096 |  32  |   1   | 16  |  [4096, 32]  |  1   |  0  | fp16  |       89.34       |      88.54       |      89.79       |       64.93        |
|  1   | 128  |   1   | 16  |   [1, 128]   |  1   |  0  | fp16  |       88.65       |      87.64       |      89.08       |       127.85       |
|  2   | 128  |   1   | 16  |   [2, 128]   |  1   |  0  | fp16  |       89.22       |      87.98       |       90.0       |       33.46        |
|  8   | 128  |   1   | 16  |   [8, 128]   |  1   |  0  | fp16  |       88.93       |      88.32       |      89.44       |       64.92        |
| 128  | 128  |   1   | 16  |  [128, 128]  |  1   |  0  | fp16  |       89.49       |      88.97       |      90.67       |       127.84       |
| 1024 | 128  |   1   | 16  | [1024, 128]  |  1   |  0  | fp16  |       89.68       |      88.79       |       90.4       |       253.68       |
| 4096 | 128  |   1   | 16  | [4096, 128]  |  1   |  0  | fp16  |       89.5        |      88.29       |      90.18       |       64.92        |
|  1   | 1024 |   1   | 16  |  [1, 1024]   |  1   |  0  | fp16  |       88.78       |      88.06       |       89.3       |       127.83       |
|  2   | 1024 |   1   | 16  |  [2, 1024]   |  1   |  0  | fp16  |       88.91       |      87.89       |      89.45       |       253.67       |
|  8   | 1024 |   1   | 16  |  [8, 1024]   |  1   |  0  | fp16  |       88.66       |      87.46       |      89.21       |       505.34       |
| 128  | 1024 |   1   | 16  | [128, 1024]  |  1   |  0  | fp16  |       88.17       |       87.6       |      89.54       |       127.83       |
| 1024 | 1024 |   1   | 16  | [1024, 1024] |  1   |  0  | fp16  |       88.28       |      87.52       |      88.76       |       253.66       |
| 4096 | 1024 |   1   | 16  | [4096, 1024] |  1   |  0  | fp16  |       88.59       |      88.46       |      88.89       |       505.33       |
|  1   | 8192 |   1   | 16  |  [1, 8192]   |  1   |  0  | fp16  |       88.28       |      87.72       |      89.46       |      1008.66       |
|  2   | 8192 |   1   | 16  |  [2, 8192]   |  1   |  0  | fp16  |       88.31       |      87.74       |      88.64       |        2.66        |
|  8   | 8192 |   1   | 16  |  [8, 8192]   |  1   |  0  | fp16  |       88.47       |      87.72       |       89.0       |        3.32        |
| 128  | 8192 |   1   | 16  | [128, 8192]  |  1   |  0  | fp16  |       88.65       |      87.98       |      89.06       |        4.65        |
| 1024 | 8192 |   1   | 16  | [1024, 8192] |  1   |  0  | fp16  |       88.43       |      88.06       |      88.73       |        7.29        |
| 4096 | 8192 |   1   | 16  | [4096, 8192] |  1   |  0  | fp16  |       89.0        |      88.06       |      89.62       |        3.32        |
|  1   |  32  |   4   | 16  |   [1, 32]    |  1   |  0  | fp16  |       89.18       |      87.68       |      90.19       |        4.64        |
|  2   |  32  |   4   | 16  |   [2, 32]    |  1   |  0  | fp16  |       88.35       |      87.93       |      88.82       |        7.28        |
|  8   |  32  |   4   | 16  |   [8, 32]    |  1   |  0  | fp16  |       88.06       |      87.31       |      88.84       |       12.56        |
| 128  |  32  |   4   | 16  |  [128, 32]   |  1   |  0  | fp16  |       88.29       |      88.06       |      88.52       |        4.64        |
| 1024 |  32  |   4   | 16  |  [1024, 32]  |  1   |  0  | fp16  |       88.73       |      87.73       |      89.04       |        7.27        |
| 4096 |  32  |   4   | 16  |  [4096, 32]  |  1   |  0  | fp16  |       88.28       |      87.55       |      89.34       |       12.54        |
|  1   | 128  |   4   | 16  |   [1, 128]   |  1   |  0  | fp16  |       88.95       |       88.0       |      91.72       |       23.08        |
|  2   | 128  |   4   | 16  |   [2, 128]   |  1   |  0  | fp16  |       88.28       |      87.65       |      89.19       |        7.27        |
|  8   | 128  |   4   | 16  |   [8, 128]   |  1   |  0  | fp16  |       89.02       |      88.05       |      89.73       |       12.53        |
| 128  | 128  |   4   | 16  |  [128, 128]  |  1   |  0  | fp16  |       88.82       |      88.27       |      89.39       |       23.07        |
| 1024 | 128  |   4   | 16  | [1024, 128]  |  1   |  0  | fp16  |       88.81       |      87.89       |      89.63       |       44.14        |
| 4096 | 128  |   4   | 16  | [4096, 128]  |  1   |  0  | fp16  |       89.26       |      88.72       |      90.18       |       12.53        |
|  1   | 1024 |   4   | 16  |  [1, 1024]   |  1   |  0  | fp16  |       89.02       |      88.14       |      89.64       |       23.06        |
|  2   | 1024 |   4   | 16  |  [2, 1024]   |  1   |  0  | fp16  |       88.82       |      87.44       |      89.44       |       44.12        |
|  8   | 1024 |   4   | 16  |  [8, 1024]   |  1   |  0  | fp16  |       88.69       |      87.31       |      89.78       |       86.24        |
| 128  | 1024 |   4   | 16  | [128, 1024]  |  1   |  0  | fp16  |       89.5        |      87.53       |      90.08       |       23.06        |
| 1024 | 1024 |   4   | 16  | [1024, 1024] |  1   |  0  | fp16  |       88.5        |      87.16       |      89.49       |       44.11        |
| 4096 | 1024 |   4   | 16  | [4096, 1024] |  1   |  0  | fp16  |       88.75       |      87.49       |      89.27       |       86.23        |
|  1   | 8192 |   4   | 16  |  [1, 8192]   |  1   |  0  | fp16  |       88.64       |      87.44       |      89.37       |       170.46       |
|  2   | 8192 |   4   | 16  |  [2, 8192]   |  1   |  0  | fp16  |       87.75       |       87.3       |      88.38       |        4.64        |
|  8   | 8192 |   4   | 16  |  [8, 8192]   |  1   |  0  | fp16  |       88.31       |      87.59       |      89.21       |        7.27        |
| 128  | 8192 |   4   | 16  | [128, 8192]  |  1   |  0  | fp16  |       88.55       |      87.92       |      89.41       |       12.54        |
| 1024 | 8192 |   4   | 16  | [1024, 8192] |  1   |  0  | fp16  |       88.16       |      87.62       |      88.84       |       23.08        |
| 4096 | 8192 |   4   | 16  | [4096, 8192] |  1   |  0  | fp16  |       88.82       |      88.24       |      89.76       |        7.27        |
|  1   |  32  |   0   | 32  |   [1, 32]    |  1   |  0  | fp16  |       88.65       |      87.98       |      89.15       |       12.53        |
|  2   |  32  |   0   | 32  |   [2, 32]    |  1   |  0  | fp16  |       88.48       |      87.54       |      89.36       |       23.07        |
|  8   |  32  |   0   | 32  |   [8, 32]    |  1   |  0  | fp16  |       88.0        |      87.41       |      88.53       |       44.14        |
| 128  |  32  |   0   | 32  |  [128, 32]   |  1   |  0  | fp16  |       88.01       |      87.84       |      88.53       |       12.53        |
| 1024 |  32  |   0   | 32  |  [1024, 32]  |  1   |  0  | fp16  |       88.71       |       88.3       |      89.74       |       23.06        |
| 4096 |  32  |   0   | 32  |  [4096, 32]  |  1   |  0  | fp16  |       88.41       |      87.27       |      88.92       |       44.12        |
|  1   | 128  |   0   | 32  |   [1, 128]   |  1   |  0  | fp16  |       88.68       |      88.17       |      89.25       |       86.24        |
|  2   | 128  |   0   | 32  |   [2, 128]   |  1   |  0  | fp16  |       87.99       |      87.36       |      88.42       |       23.06        |
|  8   | 128  |   0   | 32  |   [8, 128]   |  1   |  0  | fp16  |       88.84       |      87.68       |      89.32       |       44.11        |
| 128  | 128  |   0   | 32  |  [128, 128]  |  1   |  0  | fp16  |       88.52       |      87.72       |      89.32       |       86.23        |
| 1024 | 128  |   0   | 32  | [1024, 128]  |  1   |  0  | fp16  |       88.5        |      87.65       |      89.16       |       170.46       |
| 4096 | 128  |   0   | 32  | [4096, 128]  |  1   |  0  | fp16  |       89.1        |      88.71       |       90.0       |       44.11        |
|  1   | 1024 |   0   | 32  |  [1, 1024]   |  1   |  0  | fp16  |       88.73       |      88.39       |       89.1       |       86.22        |
|  2   | 1024 |   0   | 32  |  [2, 1024]   |  1   |  0  | fp16  |       88.79       |      87.43       |      89.77       |       170.44       |
|  8   | 1024 |   0   | 32  |  [8, 1024]   |  1   |  0  | fp16  |       88.84       |      88.14       |      89.76       |       338.89       |
| 128  | 1024 |   0   | 32  | [128, 1024]  |  1   |  0  | fp16  |       88.3        |       87.7       |      89.04       |       86.22        |
| 1024 | 1024 |   0   | 32  | [1024, 1024] |  1   |  0  | fp16  |       88.82       |      88.24       |      89.55       |       170.44       |
| 4096 | 1024 |   0   | 32  | [4096, 1024] |  1   |  0  | fp16  |       89.19       |      87.57       |      90.09       |       338.87       |
|  1   | 8192 |   0   | 32  |  [1, 8192]   |  1   |  0  | fp16  |       88.5        |      87.68       |       89.8       |       675.74       |
|  2   | 8192 |   0   | 32  |  [2, 8192]   |  1   |  0  | fp16  |       89.01       |       88.1       |       89.5       |        7.27        |
|  8   | 8192 |   0   | 32  |  [8, 8192]   |  1   |  0  | fp16  |       88.79       |      87.93       |      89.74       |       12.53        |
| 128  | 8192 |   0   | 32  | [128, 8192]  |  1   |  0  | fp16  |       88.38       |      87.94       |      88.61       |       23.07        |
| 1024 | 8192 |   0   | 32  | [1024, 8192] |  1   |  0  | fp16  |       88.38       |      87.72       |      88.97       |       44.14        |
| 4096 | 8192 |   0   | 32  | [4096, 8192] |  1   |  0  | fp16  |       88.32       |      87.66       |       88.8       |       12.53        |
|  1   |  32  |   1   | 32  |   [1, 32]    |  1   |  0  | fp16  |       88.65       |      88.11       |      89.15       |       23.06        |
|  2   |  32  |   1   | 32  |   [2, 32]    |  1   |  0  | fp16  |       89.0        |      88.13       |      89.82       |       44.12        |
|  8   |  32  |   1   | 32  |   [8, 32]    |  1   |  0  | fp16  |       88.78       |       87.9       |      89.37       |       86.24        |
| 128  |  32  |   1   | 32  |  [128, 32]   |  1   |  0  | fp16  |       89.13       |      88.32       |       89.6       |       23.06        |
| 1024 |  32  |   1   | 32  |  [1024, 32]  |  1   |  0  | fp16  |       88.57       |      88.15       |      88.75       |       44.11        |
| 4096 |  32  |   1   | 32  |  [4096, 32]  |  1   |  0  | fp16  |       88.0        |      87.52       |      88.41       |       86.23        |
|  1   | 128  |   1   | 32  |   [1, 128]   |  1   |  0  | fp16  |       88.64       |      87.81       |      89.13       |       170.46       |
|  2   | 128  |   1   | 32  |   [2, 128]   |  1   |  0  | fp16  |       89.41       |      88.81       |      90.02       |       44.11        |
|  8   | 128  |   1   | 32  |   [8, 128]   |  1   |  0  | fp16  |       88.91       |      88.23       |      89.76       |       86.22        |
| 128  | 128  |   1   | 32  |  [128, 128]  |  1   |  0  | fp16  |       89.48       |      88.69       |      90.46       |       170.44       |
| 1024 | 128  |   1   | 32  | [1024, 128]  |  1   |  0  | fp16  |       89.12       |       88.4       |      90.06       |       338.89       |
| 4096 | 128  |   1   | 32  | [4096, 128]  |  1   |  0  | fp16  |       89.01       |      88.19       |      89.92       |       86.22        |
|  1   | 1024 |   1   | 32  |  [1, 1024]   |  1   |  0  | fp16  |       89.52       |      88.48       |      90.09       |       170.44       |
|  2   | 1024 |   1   | 32  |  [2, 1024]   |  1   |  0  | fp16  |       89.9        |      88.72       |      90.85       |       338.87       |
|  8   | 1024 |   1   | 32  |  [8, 1024]   |  1   |  0  | fp16  |       89.24       |      88.54       |      90.14       |       675.74       |
| 128  | 1024 |   1   | 32  | [128, 1024]  |  1   |  0  | fp16  |       89.33       |      87.76       |      89.99       |       170.43       |
| 1024 | 1024 |   1   | 32  | [1024, 1024] |  1   |  0  | fp16  |       88.8        |      88.36       |      89.18       |       338.86       |
| 4096 | 1024 |   1   | 32  | [4096, 1024] |  1   |  0  | fp16  |       89.24       |      88.64       |      89.89       |       675.73       |
|  1   | 8192 |   1   | 32  |  [1, 8192]   |  1   |  0  | fp16  |       89.39       |      88.75       |      90.12       |      1349.45       |
|  2   | 8192 |   1   | 32  |  [2, 8192]   |  1   |  0  | fp16  |       88.47       |       87.6       |      89.11       |        2.33        |
|  8   | 8192 |   1   | 32  |  [8, 8192]   |  1   |  0  | fp16  |       88.81       |      88.14       |      89.44       |        2.66        |
| 128  | 8192 |   1   | 32  | [128, 8192]  |  1   |  0  | fp16  |       89.18       |      88.66       |      89.55       |        3.32        |
| 1024 | 8192 |   1   | 32  | [1024, 8192] |  1   |  0  | fp16  |       88.91       |       88.0       |      89.55       |        4.64        |
| 4096 | 8192 |   1   | 32  | [4096, 8192] |  1   |  0  | fp16  |       89.63       |      89.09       |      90.06       |        2.66        |
|  1   |  32  |   4   | 32  |   [1, 32]    |  1   |  0  | fp16  |       89.18       |      88.24       |      90.11       |        3.31        |
|  2   |  32  |   4   | 32  |   [2, 32]    |  1   |  0  | fp16  |       88.92       |      88.33       |      89.52       |        4.63        |
|  8   |  32  |   4   | 32  |   [8, 32]    |  1   |  0  | fp16  |       89.45       |      88.37       |      90.35       |        7.26        |
| 128  |  32  |   4   | 32  |  [128, 32]   |  1   |  0  | fp16  |       89.26       |      88.48       |      90.07       |        3.31        |
| 1024 |  32  |   4   | 32  |  [1024, 32]  |  1   |  0  | fp16  |       89.11       |       88.0       |      89.96       |        4.63        |
| 4096 |  32  |   4   | 32  |  [4096, 32]  |  1   |  0  | fp16  |       89.0        |      88.25       |      89.61       |        7.25        |
|  1   | 128  |   4   | 32  |   [1, 128]   |  1   |  0  | fp16  |       89.18       |      88.84       |      89.64       |        12.5        |
|  2   | 128  |   4   | 32  |   [2, 128]   |  1   |  0  | fp16  |       88.97       |      88.24       |      89.71       |        4.62        |
|  8   | 128  |   4   | 32  |   [8, 128]   |  1   |  0  | fp16  |       88.89       |      88.22       |      89.47       |        7.25        |
| 128  | 128  |   4   | 32  |  [128, 128]  |  1   |  0  | fp16  |       88.88       |      88.35       |      89.56       |       12.49        |
| 1024 | 128  |   4   | 32  | [1024, 128]  |  1   |  0  | fp16  |       88.89       |       88.4       |      89.31       |       22.99        |
| 4096 | 128  |   4   | 32  | [4096, 128]  |  1   |  0  | fp16  |       89.36       |      88.79       |      89.79       |        7.24        |
|  1   | 1024 |   4   | 32  |  [1, 1024]   |  1   |  0  | fp16  |       88.26       |      87.71       |      89.14       |       12.49        |
|  2   | 1024 |   4   | 32  |  [2, 1024]   |  1   |  0  | fp16  |       88.74       |      87.81       |      89.62       |       22.98        |
|  8   | 1024 |   4   | 32  |  [8, 1024]   |  1   |  0  | fp16  |       88.54       |      87.97       |      88.99       |       43.96        |
| 128  | 1024 |   4   | 32  | [128, 1024]  |  1   |  0  | fp16  |       88.08       |      87.65       |       88.7       |       12.49        |
| 1024 | 1024 |   4   | 32  | [1024, 1024] |  1   |  0  | fp16  |       88.76       |      87.68       |       89.6       |       22.98        |
| 4096 | 1024 |   4   | 32  | [4096, 1024] |  1   |  0  | fp16  |       88.64       |       88.0       |      88.98       |       43.95        |
|  1   | 8192 |   4   | 32  |  [1, 8192]   |  1   |  0  | fp16  |       88.32       |      87.41       |      89.36       |        85.9        |
|  2   | 8192 |   4   | 32  |  [2, 8192]   |  1   |  0  | fp16  |       88.62       |      88.18       |      89.07       |        3.31        |
|  8   | 8192 |   4   | 32  |  [8, 8192]   |  1   |  0  | fp16  |       88.78       |      88.03       |      89.69       |        4.63        |
| 128  | 8192 |   4   | 32  | [128, 8192]  |  1   |  0  | fp16  |       89.25       |       87.9       |      90.59       |        7.25        |
| 1024 | 8192 |   4   | 32  | [1024, 8192] |  1   |  0  | fp16  |       89.42       |       88.7       |      89.99       |        12.5        |
| 4096 | 8192 |   4   | 32  | [4096, 8192] |  1   |  0  | fp16  |       89.32       |      88.66       |      89.97       |        4.62        |
|  1   |  32  |   0   | -1  |   [1, 32]    |  1   |  0  | fp16  |       88.07       |      87.18       |      88.99       |        7.25        |
|  2   |  32  |   0   | -1  |   [2, 32]    |  1   |  0  | fp16  |       88.34       |      87.75       |       89.1       |       12.49        |
|  8   |  32  |   0   | -1  |   [8, 32]    |  1   |  0  | fp16  |       88.82       |      88.32       |      89.46       |       22.99        |
| 128  |  32  |   0   | -1  |  [128, 32]   |  1   |  0  | fp16  |       88.63       |      87.91       |      89.34       |        7.24        |
| 1024 |  32  |   0   | -1  |  [1024, 32]  |  1   |  0  | fp16  |       88.92       |      88.62       |      89.29       |       12.49        |
| 4096 |  32  |   0   | -1  |  [4096, 32]  |  1   |  0  | fp16  |       89.02       |      88.27       |      89.66       |       22.98        |
|  1   | 128  |   0   | -1  |   [1, 128]   |  1   |  0  | fp16  |       89.12       |       88.4       |      90.09       |       43.96        |
|  2   | 128  |   0   | -1  |   [2, 128]   |  1   |  0  | fp16  |       88.79       |      88.27       |      89.35       |       12.49        |
|  8   | 128  |   0   | -1  |   [8, 128]   |  1   |  0  | fp16  |       87.69       |      87.33       |      88.05       |       22.98        |
| 128  | 128  |   0   | -1  |  [128, 128]  |  1   |  0  | fp16  |       88.41       |      87.77       |      88.79       |       43.95        |
| 1024 | 128  |   0   | -1  | [1024, 128]  |  1   |  0  | fp16  |       88.58       |      87.95       |      89.09       |        85.9        |
| 4096 | 128  |   0   | -1  | [4096, 128]  |  1   |  0  | fp16  |       88.59       |      87.42       |      89.75       |       22.97        |
|  1   | 1024 |   0   | -1  |  [1, 1024]   |  1   |  0  | fp16  |       89.1        |      88.49       |      89.52       |       43.95        |
|  2   | 1024 |   0   | -1  |  [2, 1024]   |  1   |  0  | fp16  |       89.17       |      88.22       |      89.63       |       85.89        |
|  8   | 1024 |   0   | -1  |  [8, 1024]   |  1   |  0  | fp16  |       89.06       |      88.27       |      90.05       |       169.79       |
| 128  | 1024 |   0   | -1  | [128, 1024]  |  1   |  0  | fp16  |       88.9        |      87.82       |      89.79       |       43.94        |
| 1024 | 1024 |   0   | -1  | [1024, 1024] |  1   |  0  | fp16  |       89.02       |      88.66       |      89.59       |       85.89        |
| 4096 | 1024 |   0   | -1  | [4096, 1024] |  1   |  0  | fp16  |       89.31       |      88.62       |      90.14       |       169.78       |
|  1   | 8192 |   0   | -1  |  [1, 8192]   |  1   |  0  | fp16  |       89.32       |      88.79       |      89.52       |       337.56       |
|  2   | 8192 |   0   | -1  |  [2, 8192]   |  1   |  0  | fp16  |       89.36       |      88.35       |      90.34       |        4.62        |
|  8   | 8192 |   0   | -1  |  [8, 8192]   |  1   |  0  | fp16  |       89.12       |      88.46       |      89.65       |        7.25        |
| 128  | 8192 |   0   | -1  | [128, 8192]  |  1   |  0  | fp16  |       90.0        |      88.27       |      90.72       |       12.49        |
| 1024 | 8192 |   0   | -1  | [1024, 8192] |  1   |  0  | fp16  |       88.8        |       88.4       |       89.5       |       22.99        |
| 4096 | 8192 |   0   | -1  | [4096, 8192] |  1   |  0  | fp16  |       89.78       |      88.53       |      90.33       |        7.24        |
|  1   |  32  |   1   | -1  |   [1, 32]    |  1   |  0  | fp16  |       89.72       |      88.89       |      90.51       |       12.49        |
|  2   |  32  |   1   | -1  |   [2, 32]    |  1   |  0  | fp16  |       88.77       |      87.82       |      89.51       |       22.98        |
|  8   |  32  |   1   | -1  |   [8, 32]    |  1   |  0  | fp16  |       88.9        |       88.2       |      89.62       |       43.96        |
| 128  |  32  |   1   | -1  |  [128, 32]   |  1   |  0  | fp16  |       88.8        |      88.37       |      89.28       |       12.49        |
| 1024 |  32  |   1   | -1  |  [1024, 32]  |  1   |  0  | fp16  |       88.69       |      88.02       |      89.36       |       22.98        |
| 4096 |  32  |   1   | -1  |  [4096, 32]  |  1   |  0  | fp16  |       88.45       |      87.55       |      89.33       |       43.95        |
|  1   | 128  |   1   | -1  |   [1, 128]   |  1   |  0  | fp16  |       89.33       |      88.32       |      89.83       |        85.9        |
|  2   | 128  |   1   | -1  |   [2, 128]   |  1   |  0  | fp16  |       87.78       |      87.23       |       88.5       |       22.97        |
|  8   | 128  |   1   | -1  |   [8, 128]   |  1   |  0  | fp16  |       88.55       |      87.55       |      89.04       |       43.95        |
| 128  | 128  |   1   | -1  |  [128, 128]  |  1   |  0  | fp16  |       88.17       |      87.41       |      88.71       |       85.89        |
| 1024 | 128  |   1   | -1  | [1024, 128]  |  1   |  0  | fp16  |       88.03       |      87.29       |      89.94       |       169.79       |
| 4096 | 128  |   1   | -1  | [4096, 128]  |  1   |  0  | fp16  |       88.16       |       87.4       |      88.76       |       43.94        |
|  1   | 1024 |   1   | -1  |  [1, 1024]   |  1   |  0  | fp16  |       88.63       |      88.19       |      89.07       |       85.89        |
|  2   | 1024 |   1   | -1  |  [2, 1024]   |  1   |  0  | fp16  |       88.09       |      87.81       |      88.54       |       169.78       |
|  8   | 1024 |   1   | -1  |  [8, 1024]   |  1   |  0  | fp16  |       88.51       |      87.76       |      89.06       |       337.56       |
| 128  | 1024 |   1   | -1  | [128, 1024]  |  1   |  0  | fp16  |       87.89       |      87.09       |      88.82       |       85.89        |
| 1024 | 1024 |   1   | -1  | [1024, 1024] |  1   |  0  | fp16  |       88.24       |       87.2       |      88.81       |       169.78       |
| 4096 | 1024 |   1   | -1  | [4096, 1024] |  1   |  0  | fp16  |       89.06       |      88.01       |      90.38       |       337.55       |
|  1   | 8192 |   1   | -1  |  [1, 8192]   |  1   |  0  | fp16  |       88.38       |      87.33       |      88.93       |       673.1        |
|  2   | 8192 |   1   | -1  |  [2, 8192]   |  1   |  0  | fp16  |       88.88       |      88.16       |      89.59       |        2.49        |
|  8   | 8192 |   1   | -1  |  [8, 8192]   |  1   |  0  | fp16  |       88.46       |      87.65       |      89.23       |        2.99        |
| 128  | 8192 |   1   | -1  | [128, 8192]  |  1   |  0  | fp16  |       87.88       |      87.06       |      88.98       |        3.98        |
| 1024 | 8192 |   1   | -1  | [1024, 8192] |  1   |  0  | fp16  |       88.73       |      87.52       |      89.64       |        5.96        |
| 4096 | 8192 |   1   | -1  | [4096, 8192] |  1   |  0  | fp16  |       89.1        |      88.36       |       89.7       |        2.99        |
|  1   |  32  |   4   | -1  |   [1, 32]    |  1   |  0  | fp16  |       88.82       |       87.6       |      89.84       |        3.97        |
|  2   |  32  |   4   | -1  |   [2, 32]    |  1   |  0  | fp16  |       88.72       |      88.24       |      89.37       |        5.94        |
|  8   |  32  |   4   | -1  |   [8, 32]    |  1   |  0  | fp16  |       88.96       |      88.28       |      89.53       |        9.89        |
| 128  |  32  |   4   | -1  |  [128, 32]   |  1   |  0  | fp16  |       88.99       |      88.23       |      90.17       |        3.97        |
| 1024 |  32  |   4   | -1  |  [1024, 32]  |  1   |  0  | fp16  |       89.0        |      88.48       |      89.56       |        5.94        |
| 4096 |  32  |   4   | -1  |  [4096, 32]  |  1   |  0  | fp16  |       89.55       |      88.62       |      90.31       |        9.88        |
|  1   | 128  |   4   | -1  |   [1, 128]   |  1   |  0  | fp16  |       89.22       |      88.26       |       90.0       |       17.75        |
|  2   | 128  |   4   | -1  |   [2, 128]   |  1   |  0  | fp16  |       89.01       |      88.65       |      89.22       |        5.94        |
|  8   | 128  |   4   | -1  |   [8, 128]   |  1   |  0  | fp16  |       88.57       |      88.02       |      88.92       |        9.87        |
| 128  | 128  |   4   | -1  |  [128, 128]  |  1   |  0  | fp16  |       88.91       |       88.2       |      89.69       |       17.74        |
| 1024 | 128  |   4   | -1  | [1024, 128]  |  1   |  0  | fp16  |       89.07       |       88.1       |      89.66       |       33.48        |
