Test Case: L40S_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
| 1024  | 768  |  1  |  2  |  8  |   0   |  1   |  [[1, 1024, 768]]  | bf16  |       1.43       |       1.49        |       1.53       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    127.3%     |
| 1024  | 768  |  2  |  2  |  8  |   0   |  1   |  [[2, 1024, 768]]  | bf16  |       1.44       |       1.46        |       1.5        |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    252.84%    |
| 1024  | 768  |  4  |  2  |  8  |   0   |  1   |  [[4, 1024, 768]]  | bf16  |       1.43       |       1.48        |       1.52       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    509.22%    |
| 1024  | 768  |  8  |  2  |  8  |   0   |  1   |  [[8, 1024, 768]]  | bf16  |       1.43       |       1.47        |       1.5        |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |   1018.43%    |
| 1024  | 768  | 16  |  2  |  8  |   0   |  1   | [[16, 1024, 768]]  | bf16  |       1.41       |       1.47        |       1.57       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2065.75%    |
| 1024  | 768  | 32  |  2  |  8  |   0   |  1   | [[32, 1024, 768]]  | bf16  |       1.43       |       1.47        |       1.52       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4073.72%    |
| 2048  | 768  |  1  |  2  |  8  |   0   |  1   |  [[1, 2048, 768]]  | bf16  |       1.46       |       1.49        |       1.52       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    249.38%    |
| 2048  | 768  |  2  |  2  |  8  |   0   |  1   |  [[2, 2048, 768]]  | bf16  |       1.42       |       1.46        |       1.5        |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    512.8%     |
| 2048  | 768  |  4  |  2  |  8  |   0   |  1   |  [[4, 2048, 768]]  | bf16  |       1.46       |       1.48        |       1.52       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |    997.5%     |
| 2048  | 768  |  8  |  2  |  8  |   0   |  1   |  [[8, 2048, 768]]  | bf16  |       1.43       |       1.46        |       1.48       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2036.86%    |
| 2048  | 768  | 16  |  2  |  8  |   0   |  1   | [[16, 2048, 768]]  | bf16  |       1.45       |       1.47        |       1.49       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4017.53%    |
| 2048  | 768  | 32  |  2  |  8  |   0   |  1   | [[32, 2048, 768]]  | bf16  |       1.44       |       1.46        |       1.49       |       147.64       | 0.00e+00 | 5.03e+07 |        0%        |   8090.86%    |
| 4096  | 768  |  1  |  2  |  8  |   0   |  1   |  [[1, 4096, 768]]  | bf16  |       1.46       |       1.48        |       1.49       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    498.75%    |
| 4096  | 768  |  2  |  2  |  8  |   0   |  1   |  [[2, 4096, 768]]  | bf16  |       1.45       |       1.48        |       1.51       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |   1004.38%    |
| 4096  | 768  |  4  |  2  |  8  |   0   |  1   |  [[4, 4096, 768]]  | bf16  |       1.43       |       1.47        |       1.51       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2036.86%    |
| 4096  | 768  |  8  |  2  |  8  |   0   |  1   |  [[8, 4096, 768]]  | bf16  |       1.38       |       1.48        |       1.61       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4221.32%    |
| 4096  | 768  | 16  |  2  |  8  |   0   |  1   | [[16, 4096, 768]]  | bf16  |       1.43       |       1.46        |       1.52       |       147.64       | 0.00e+00 | 5.03e+07 |        0%        |   8147.44%    |
| 4096  | 768  | 32  |  2  |  8  |   0   |  1   | [[32, 4096, 768]]  | bf16  |       1.42       |       1.47        |       1.52       |       293.27       | 0.00e+00 | 1.01e+08 |        0%        |   16409.64%   |
|  32   | 2048 |  1  |  2  |  8  |   0   |  1   |  [[1, 32, 2048]]   | bf16  |       1.44       |       1.48        |       1.51       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.53%     |
|  32   | 2048 |  2  |  2  |  8  |   0   |  1   |  [[2, 32, 2048]]   | bf16  |       1.41       |       1.46        |       1.49       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.52%     |
|  32   | 2048 |  4  |  2  |  8  |   0   |  1   |  [[4, 32, 2048]]   | bf16  |       1.46       |       1.48        |       1.49       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.56%     |
|  32   | 2048 |  8  |  2  |  8  |   0   |  1   |  [[8, 32, 2048]]   | bf16  |       1.45       |       1.47        |       1.48       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |     83.7%     |
|  32   | 2048 | 16  |  2  |  8  |   0   |  1   |  [[16, 32, 2048]]  | bf16  |       1.42       |       1.48        |       1.59       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    170.93%    |
|  32   | 2048 | 32  |  2  |  8  |   0   |  1   |  [[32, 32, 2048]]  | bf16  |       1.43       |       1.47        |       1.52       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    339.48%    |
|  64   | 2048 |  1  |  2  |  8  |   0   |  1   |  [[1, 64, 2048]]   | bf16  |       1.45       |       1.48        |       1.53       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    20.92%     |
|  64   | 2048 |  2  |  2  |  8  |   0   |  1   |  [[2, 64, 2048]]   | bf16  |       1.45       |       1.47        |       1.49       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.85%     |
|  64   | 2048 |  4  |  2  |  8  |   0   |  1   |  [[4, 64, 2048]]   | bf16  |       1.47       |       1.49        |       1.54       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    82.56%     |
|  64   | 2048 |  8  |  2  |  8  |   0   |  1   |  [[8, 64, 2048]]   | bf16  |       1.41       |       1.44        |       1.47       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    172.15%    |
|  64   | 2048 | 16  |  2  |  8  |   0   |  1   |  [[16, 64, 2048]]  | bf16  |       1.47       |       1.48        |       1.5        |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    330.24%    |
|  64   | 2048 | 32  |  2  |  8  |   0   |  1   |  [[32, 64, 2048]]  | bf16  |       1.43       |       1.47        |       1.5        |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    678.95%    |
|  128  | 2048 |  1  |  2  |  8  |   0   |  1   |  [[1, 128, 2048]]  | bf16  |       1.45       |       1.48        |       1.52       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.85%     |
|  128  | 2048 |  2  |  2  |  8  |   0   |  1   |  [[2, 128, 2048]]  | bf16  |       1.43       |       1.47        |       1.53       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    84.87%     |
|  128  | 2048 |  4  |  2  |  8  |   0   |  1   |  [[4, 128, 2048]]  | bf16  |       1.43       |       1.48        |       1.53       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    169.74%    |
|  128  | 2048 |  8  |  2  |  8  |   0   |  1   |  [[8, 128, 2048]]  | bf16  |       1.43       |       1.48        |       1.54       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    339.48%    |
|  128  | 2048 | 16  |  2  |  8  |   0   |  1   | [[16, 128, 2048]]  | bf16  |       1.45       |        1.5        |       1.55       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    669.59%    |
|  128  | 2048 | 32  |  2  |  8  |   0   |  1   | [[32, 128, 2048]]  | bf16  |       1.44       |       1.48        |       1.52       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1348.48%    |
|  256  | 2048 |  1  |  2  |  8  |   0   |  1   |  [[1, 256, 2048]]  | bf16  |       1.44       |       1.47        |       1.52       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    84.28%     |
|  256  | 2048 |  2  |  2  |  8  |   0   |  1   |  [[2, 256, 2048]]  | bf16  |       1.43       |        1.5        |       1.59       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    169.74%    |
|  256  | 2048 |  4  |  2  |  8  |   0   |  1   |  [[4, 256, 2048]]  | bf16  |       1.46       |       1.48        |       1.49       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    332.5%     |
|  256  | 2048 |  8  |  2  |  8  |   0   |  1   |  [[8, 256, 2048]]  | bf16  |       1.48       |       1.52        |       1.56       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    656.02%    |
|  256  | 2048 | 16  |  2  |  8  |   0   |  1   | [[16, 256, 2048]]  | bf16  |       1.42       |       1.45        |       1.49       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1367.47%    |
|  256  | 2048 | 32  |  2  |  8  |   0   |  1   | [[32, 256, 2048]]  | bf16  |       1.46       |        1.5        |       1.52       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2660.01%    |
|  512  | 2048 |  1  |  2  |  8  |   0   |  1   |  [[1, 512, 2048]]  | bf16  |       1.43       |       1.47        |       1.52       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    169.74%    |
|  512  | 2048 |  2  |  2  |  8  |   0   |  1   |  [[2, 512, 2048]]  | bf16  |       1.47       |       1.49        |       1.52       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    330.24%    |
|  512  | 2048 |  4  |  2  |  8  |   0   |  1   |  [[4, 512, 2048]]  | bf16  |       1.44       |       1.47        |       1.5        |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    674.24%    |
|  512  | 2048 |  8  |  2  |  8  |   0   |  1   |  [[8, 512, 2048]]  | bf16  |       1.43       |       1.47        |       1.51       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1357.91%    |
|  512  | 2048 | 16  |  2  |  8  |   0   |  1   | [[16, 512, 2048]]  | bf16  |       1.46       |       1.49        |       1.51       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2660.01%    |
|  512  | 2048 | 32  |  2  |  8  |   0   |  1   | [[32, 512, 2048]]  | bf16  |       1.45       |       1.47        |       1.51       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5356.71%    |
| 1024  | 2048 |  1  |  2  |  8  |   0   |  1   | [[1, 1024, 2048]]  | bf16  |       1.45       |       1.48        |       1.52       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    334.79%    |
| 1024  | 2048 |  2  |  2  |  8  |   0   |  1   | [[2, 1024, 2048]]  | bf16  |       1.46       |       1.48        |       1.51       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    665.0%     |
| 1024  | 2048 |  4  |  2  |  8  |   0   |  1   | [[4, 1024, 2048]]  | bf16  |       1.45       |        1.5        |       1.53       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1339.18%    |
| 1024  | 2048 |  8  |  2  |  8  |   0   |  1   | [[8, 1024, 2048]]  | bf16  |       1.43       |       1.46        |       1.52       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2715.81%    |
| 1024  | 2048 | 16  |  2  |  8  |   0   |  1   | [[16, 1024, 2048]] | bf16  |       1.41       |       1.47        |       1.54       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5508.67%    |
| 1024  | 2048 | 32  |  2  |  8  |   0   |  1   | [[32, 1024, 2048]] | bf16  |       1.42       |       1.45        |       1.5        |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10939.76%   |
| 2048  | 2048 |  1  |  2  |  8  |   0   |  1   | [[1, 2048, 2048]]  | bf16  |       1.47       |       1.51        |       1.56       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    660.48%    |
| 2048  | 2048 |  2  |  2  |  8  |   0   |  1   | [[2, 2048, 2048]]  | bf16  |       1.44       |       1.47        |       1.5        |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1348.48%    |
| 2048  | 2048 |  4  |  2  |  8  |   0   |  1   | [[4, 2048, 2048]]  | bf16  |       1.44       |       1.49        |       1.53       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2696.95%    |
| 2048  | 2048 |  8  |  2  |  8  |   0   |  1   | [[8, 2048, 2048]]  | bf16  |       1.45       |       1.47        |       1.5        |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5356.71%    |
| 2048  | 2048 | 16  |  2  |  8  |   0   |  1   | [[16, 2048, 2048]] | bf16  |       1.43       |       1.49        |       1.55       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10863.26%   |
| 2048  | 2048 | 32  |  2  |  8  |   0   |  1   | [[32, 2048, 2048]] | bf16  |       1.46       |       1.48        |       1.51       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   21280.08%   |
| 4096  | 2048 |  1  |  2  |  8  |   0   |  1   | [[1, 4096, 2048]]  | bf16  |       1.45       |       1.48        |       1.51       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1339.18%    |
| 4096  | 2048 |  2  |  2  |  8  |   0   |  1   | [[2, 4096, 2048]]  | bf16  |       1.46       |       1.49        |       1.53       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2660.01%    |
| 4096  | 2048 |  4  |  2  |  8  |   0   |  1   | [[4, 4096, 2048]]  | bf16  |       1.41       |       1.45        |       1.48       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5508.67%    |
| 4096  | 2048 |  8  |  2  |  8  |   0   |  1   | [[8, 4096, 2048]]  | bf16  |       1.32       |       1.45        |       1.55       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   11768.53%   |
| 4096  | 2048 | 16  |  2  |  8  |   0   |  1   | [[16, 4096, 2048]] | bf16  |       1.44       |       1.48        |       1.5        |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   21575.64%   |
| 4096  | 2048 | 32  |  2  |  8  |   0   |  1   | [[32, 4096, 2048]] | bf16  |       1.41       |       1.46        |       1.5        |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |   44069.39%   |
|  32   | 3072 |  1  |  2  |  8  |   0   |  1   |  [[1, 32, 3072]]   | bf16  |       0.36       |       1.32        |       1.51       |        2.28        | 0.00e+00 | 9.83e+04 |        0%        |    63.21%     |
|  32   | 3072 |  2  |  2  |  8  |   0   |  1   |  [[2, 32, 3072]]   | bf16  |       1.44       |       1.48        |       1.52       |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |     31.6%     |
|  32   | 3072 |  4  |  2  |  8  |   0   |  1   |  [[4, 32, 3072]]   | bf16  |       1.46       |       1.48        |       1.52       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    62.34%     |
|  32   | 3072 |  8  |  2  |  8  |   0   |  1   |  [[8, 32, 3072]]   | bf16  |       1.41       |       1.48        |       1.51       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    129.11%    |
|  32   | 3072 | 16  |  2  |  8  |   0   |  1   |  [[16, 32, 3072]]  | bf16  |       1.41       |       1.48        |       1.55       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    258.22%    |
|  32   | 3072 | 32  |  2  |  8  |   0   |  1   |  [[32, 32, 3072]]  | bf16  |       1.42       |       1.47        |       1.49       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    512.8%     |
|  64   | 3072 |  1  |  2  |  8  |   0   |  1   |  [[1, 64, 3072]]   | bf16  |       1.43       |       1.48        |       1.52       |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |    31.83%     |
|  64   | 3072 |  2  |  2  |  8  |   0   |  1   |  [[2, 64, 3072]]   | bf16  |       1.41       |       1.44        |       1.47       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    64.55%     |
|  64   | 3072 |  4  |  2  |  8  |   0   |  1   |  [[4, 64, 3072]]   | bf16  |       1.44       |       1.47        |       1.49       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    126.42%    |
|  64   | 3072 |  8  |  2  |  8  |   0   |  1   |  [[8, 64, 3072]]   | bf16  |       1.45       |       1.48        |       1.51       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    251.1%     |
|  64   | 3072 | 16  |  2  |  8  |   0   |  1   |  [[16, 64, 3072]]  | bf16  |       1.46       |       1.49        |       1.51       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    498.75%    |
|  64   | 3072 | 32  |  2  |  8  |   0   |  1   |  [[32, 64, 3072]]  | bf16  |       1.42       |       1.45        |       1.49       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |    1025.6%    |
|  128  | 3072 |  1  |  2  |  8  |   0   |  1   |  [[1, 128, 3072]]  | bf16  |       1.45       |       1.48        |       1.51       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    62.77%     |
|  128  | 3072 |  2  |  2  |  8  |   0   |  1   |  [[2, 128, 3072]]  | bf16  |       1.43       |       1.47        |       1.5        |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    127.3%     |
|  128  | 3072 |  4  |  2  |  8  |   0   |  1   |  [[4, 128, 3072]]  | bf16  |       1.44       |       1.47        |       1.51       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    252.84%    |
|  128  | 3072 |  8  |  2  |  8  |   0   |  1   |  [[8, 128, 3072]]  | bf16  |       1.46       |       1.48        |       1.52       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    498.75%    |
|  128  | 3072 | 16  |  2  |  8  |   0   |  1   | [[16, 128, 3072]]  | bf16  |       1.46       |       1.49        |       1.54       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |    997.5%     |
|  128  | 3072 | 32  |  2  |  8  |   0   |  1   | [[32, 128, 3072]]  | bf16  |       1.45       |       1.49        |       1.53       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2008.77%    |
|  256  | 3072 |  1  |  2  |  8  |   0   |  1   |  [[1, 256, 3072]]  | bf16  |       1.44       |       1.48        |       1.52       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    126.42%    |
|  256  | 3072 |  2  |  2  |  8  |   0   |  1   |  [[2, 256, 3072]]  | bf16  |       1.44       |       1.49        |       1.53       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    252.84%    |
|  256  | 3072 |  4  |  2  |  8  |   0   |  1   |  [[4, 256, 3072]]  | bf16  |       1.41       |       1.47        |       1.52       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    516.44%    |
|  256  | 3072 |  8  |  2  |  8  |   0   |  1   |  [[8, 256, 3072]]  | bf16  |       1.39       |       1.46        |       1.51       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |   1047.74%    |
|  256  | 3072 | 16  |  2  |  8  |   0   |  1   | [[16, 256, 3072]]  | bf16  |       1.42       |       1.48        |       1.52       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2051.21%    |
|  256  | 3072 | 32  |  2  |  8  |   0   |  1   | [[32, 256, 3072]]  | bf16  |       1.44       |       1.47        |       1.51       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4045.43%    |
|  512  | 3072 |  1  |  2  |  8  |   0   |  1   |  [[1, 512, 3072]]  | bf16  |       1.46       |       1.48        |       1.5        |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    249.38%    |
|  512  | 3072 |  2  |  2  |  8  |   0   |  1   |  [[2, 512, 3072]]  | bf16  |       1.47       |       1.48        |       1.52       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    495.36%    |
|  512  | 3072 |  4  |  2  |  8  |   0   |  1   |  [[4, 512, 3072]]  | bf16  |       1.45       |       1.48        |       1.5        |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |   1004.38%    |
|  512  | 3072 |  8  |  2  |  8  |   0   |  1   |  [[8, 512, 3072]]  | bf16  |       1.44       |       1.47        |       1.51       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2022.72%    |
|  512  | 3072 | 16  |  2  |  8  |   0   |  1   | [[16, 512, 3072]]  | bf16  |       1.45       |       1.47        |       1.49       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4017.53%    |
|  512  | 3072 | 32  |  2  |  8  |   0   |  1   | [[32, 512, 3072]]  | bf16  |       1.43       |       1.46        |       1.5        |       147.64       | 0.00e+00 | 5.03e+07 |        0%        |   8147.44%    |
| 1024  | 3072 |  1  |  2  |  8  |   0   |  1   | [[1, 1024, 3072]]  | bf16  |       1.43       |       1.48        |       1.54       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    509.22%    |
| 1024  | 3072 |  2  |  2  |  8  |   0   |  1   | [[2, 1024, 3072]]  | bf16  |       1.42       |       1.45        |       1.49       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |    1025.6%    |
| 1024  | 3072 |  4  |  2  |  8  |   0   |  1   | [[4, 1024, 3072]]  | bf16  |       1.46       |       1.48        |       1.51       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   1995.01%    |
| 1024  | 3072 |  8  |  2  |  8  |   0   |  1   | [[8, 1024, 3072]]  | bf16  |       1.42       |       1.48        |       1.57       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4102.41%    |
| 1024  | 3072 | 16  |  2  |  8  |   0   |  1   | [[16, 1024, 3072]] | bf16  |       1.44       |       1.47        |       1.52       |       147.64       | 0.00e+00 | 5.03e+07 |        0%        |   8090.86%    |
| 1024  | 3072 | 32  |  2  |  8  |   0   |  1   | [[32, 1024, 3072]] | bf16  |       1.44       |        1.5        |       1.53       |       293.27       | 0.00e+00 | 1.01e+08 |        0%        |   16181.73%   |
| 2048  | 3072 |  1  |  2  |  8  |   0   |  1   | [[1, 2048, 3072]]  | bf16  |       1.43       |       1.45        |       1.48       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |   1018.43%    |
| 2048  | 3072 |  2  |  2  |  8  |   0   |  1   | [[2, 2048, 3072]]  | bf16  |       1.44       |       1.47        |       1.5        |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2022.72%    |
| 2048  | 3072 |  4  |  2  |  8  |   0   |  1   | [[4, 2048, 3072]]  | bf16  |       1.42       |       1.45        |       1.48       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4102.41%    |
| 2048  | 3072 |  8  |  2  |  8  |   0   |  1   | [[8, 2048, 3072]]  | bf16  |       1.42       |       1.47        |       1.5        |       147.64       | 0.00e+00 | 5.03e+07 |        0%        |   8204.82%    |
| 2048  | 3072 | 16  |  2  |  8  |   0   |  1   | [[16, 2048, 3072]] | bf16  |       1.44       |       1.47        |       1.49       |       293.27       | 0.00e+00 | 1.01e+08 |        0%        |   16181.73%   |
| 2048  | 3072 | 32  |  2  |  8  |   0   |  1   | [[32, 2048, 3072]] | bf16  |       0.37       |       1.31        |       1.51       |       584.54       | 0.00e+00 | 2.01e+08 |        0%        |  125955.08%   |
| 4096  | 3072 |  1  |  2  |  8  |   0   |  1   | [[1, 4096, 3072]]  | bf16  |       1.44       |       1.49        |       1.52       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2022.72%    |
| 4096  | 3072 |  2  |  2  |  8  |   0   |  1   | [[2, 4096, 3072]]  | bf16  |       1.43       |       1.46        |       1.49       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4073.72%    |
| 4096  | 3072 |  4  |  2  |  8  |   0   |  1   | [[4, 4096, 3072]]  | bf16  |       1.47       |        1.5        |       1.52       |       147.64       | 0.00e+00 | 5.03e+07 |        0%        |   7925.74%    |
| 4096  | 3072 |  8  |  2  |  8  |   0   |  1   | [[8, 4096, 3072]]  | bf16  |       1.42       |       1.48        |       1.51       |       293.27       | 0.00e+00 | 1.01e+08 |        0%        |   16409.64%   |
| 4096  | 3072 | 16  |  2  |  8  |   0   |  1   | [[16, 4096, 3072]] | bf16  |       1.46       |       1.49        |       1.52       |       584.54       | 0.00e+00 | 2.01e+08 |        0%        |   31920.12%   |
| 4096  | 3072 | 32  |  2  |  8  |   0   |  1   | [[32, 4096, 3072]] | bf16  |       1.44       |       1.48        |       1.53       |      1167.08       | 0.00e+00 | 4.03e+08 |        0%        |   64726.91%   |
|  32   | 4096 |  1  |  2  |  8  |   0   |  1   |  [[1, 32, 4096]]   | bf16  |       0.36       |        1.3        |       1.48       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    84.28%     |
|  32   | 4096 |  2  |  2  |  8  |   0   |  1   |  [[2, 32, 4096]]   | bf16  |       1.45       |       1.48        |       1.52       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.85%     |
|  32   | 4096 |  4  |  2  |  8  |   0   |  1   |  [[4, 32, 4096]]   | bf16  |       1.47       |        1.5        |       1.55       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    82.56%     |
|  32   | 4096 |  8  |  2  |  8  |   0   |  1   |  [[8, 32, 4096]]   | bf16  |       1.45       |       1.51        |       1.57       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    167.4%     |
|  32   | 4096 | 16  |  2  |  8  |   0   |  1   |  [[16, 32, 4096]]  | bf16  |       1.44       |       1.47        |       1.49       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    337.12%    |
|  32   | 4096 | 32  |  2  |  8  |   0   |  1   |  [[32, 32, 4096]]  | bf16  |       1.46       |        1.5        |       1.55       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    665.0%     |
|  64   | 4096 |  1  |  2  |  8  |   0   |  1   |  [[1, 64, 4096]]   | bf16  |       1.46       |       1.52        |       1.55       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.56%     |
|  64   | 4096 |  2  |  2  |  8  |   0   |  1   |  [[2, 64, 4096]]   | bf16  |       1.43       |       1.48        |       1.52       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    84.87%     |
|  64   | 4096 |  4  |  2  |  8  |   0   |  1   |  [[4, 64, 4096]]   | bf16  |       1.46       |        1.5        |       1.53       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    166.25%    |
|  64   | 4096 |  8  |  2  |  8  |   0   |  1   |  [[8, 64, 4096]]   | bf16  |       1.47       |       1.49        |       1.54       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    330.24%    |
|  64   | 4096 | 16  |  2  |  8  |   0   |  1   |  [[16, 64, 4096]]  | bf16  |       1.44       |        1.5        |       1.58       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    674.24%    |
|  64   | 4096 | 32  |  2  |  8  |   0   |  1   |  [[32, 64, 4096]]  | bf16  |       1.43       |       1.48        |       1.53       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1357.91%    |
|  128  | 4096 |  1  |  2  |  8  |   0   |  1   |  [[1, 128, 4096]]  | bf16  |       1.46       |       1.51        |       1.56       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    83.13%     |
|  128  | 4096 |  2  |  2  |  8  |   0   |  1   |  [[2, 128, 4096]]  | bf16  |       1.42       |       1.47        |       1.52       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    170.93%    |
|  128  | 4096 |  4  |  2  |  8  |   0   |  1   |  [[4, 128, 4096]]  | bf16  |       1.35       |        1.5        |       1.63       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    359.59%    |
|  128  | 4096 |  8  |  2  |  8  |   0   |  1   |  [[8, 128, 4096]]  | bf16  |       1.43       |       1.47        |       1.5        |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    678.95%    |
|  128  | 4096 | 16  |  2  |  8  |   0   |  1   | [[16, 128, 4096]]  | bf16  |       1.47       |       1.48        |       1.56       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1320.96%    |
